secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
3,2012/6/9,22:53:59,506.00,9601.28,25.92,26.60,101406,23.98,0,1,1,0,1,28,1,236,0.11,0.00,0.92,833.00,-1428.00,1190.00,300.26
5,2012/6/9,22:54:01,505.00,9563.80,26.01,26.60,101405,24.23,0,0,1,0,1,22,-1,253,0.09,-0.00,0.99,834.00,-1437.00,1192.00,300.13
7,2012/6/9,22:54:03,504.00,9526.47,26.10,26.60,101403,24.31,0,0,1,1,1,32,11,242,0.12,0.04,0.94,837.00,-1466.00,1205.00,299.72
9,2012/6/9,22:54:05,504.00,9526.47,26.10,26.60,101411,23.82,0,0,0,0,0,29,23,240,0.11,0.09,0.94,842.00,-1474.00,1208.00,299.74
11,2012/6/9,22:54:07,503.00,9489.29,26.18,26.60,101400,24.31,0,0,0,0,0,28,21,240,0.11,0.08,0.94,846.00,-1474.00,1208.00,299.85
13,2012/6/9,22:54:09,503.00,9489.29,26.18,26.70,101408,24.48,0,1,0,0,0,30,20,239,0.12,0.08,0.93,842.00,-1474.00,1207.00,299.74
15,2012/6/9,22:54:11,503.00,9489.29,26.18,26.70,101409,24.31,0,0,0,0,0,29,22,239,0.11,0.09,0.93,844.00,-1474.00,1207.00,299.80
17,2012/6/9,22:54:13,502.00,9452.25,26.27,26.70,101401,24.40,0,0,0,0,0,30,21,240,0.12,0.08,0.94,842.00,-1473.00,1208.00,299.75
19,2012/6/9,22:54:15,502.00,9452.25,26.27,26.70,101406,24.31,0,0,0,0,0,29,23,239,0.11,0.09,0.93,841.00,-1473.00,1208.00,299.72
21,2012/6/9,22:54:17,502.00,9452.25,26.27,26.70,101405,24.31,0,0,0,0,0,30,21,240,0.12,0.08,0.94,842.00,-1473.00,1207.00,299.75
23,2012/6/9,22:54:19,502.00,9452.25,26.27,26.70,101411,23.48,0,1,0,0,0,29,21,239,0.11,0.08,0.93,842.00,-1473.00,1207.00,299.75
25,2012/6/9,22:54:21,502.00,9452.25,26.27,26.70,101411,24.23,0,0,0,0,0,29,21,240,0.11,0.08,0.94,841.00,-1473.00,1208.00,299.72
27,2012/6/9,22:54:23,502.00,9452.25,26.27,26.70,101403,24.31,0,0,0,0,0,29,21,239,0.11,0.08,0.93,843.00,-1471.00,1208.00,299.82
29,2012/6/9,22:54:25,502.00,9452.25,26.27,26.70,101413,24.15,0,0,0,0,0,29,22,239,0.11,0.09,0.93,842.00,-1473.00,1207.00,299.75
31,2012/6/9,22:54:27,502.00,9452.25,26.27,26.70,101401,23.90,0,0,0,0,0,29,22,240,0.11,0.09,0.94,841.00,-1472.00,1206.00,299.74
33,2012/6/9,22:54:29,501.00,9415.34,26.36,26.70,101403,23.73,0,1,0,0,0,29,22,240,0.11,0.09,0.94,842.00,-1472.00,1207.00,299.77
35,2012/6/9,22:54:31,501.00,9415.34,26.36,26.80,101401,24.73,0,0,0,0,0,30,21,239,0.12,0.08,0.93,844.00,-1471.00,1206.00,299.85
