secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
2,2012/6/9,22:16:14,523.00,10261.26,24.42,27.40,101368,23.66,0,1,0,0,0,13,32,240,0.05,0.12,0.94,-41.00,-401.00,-267.00,264.16
3,2012/6/9,22:16:15,523.00,10261.26,24.42,27.40,101370,24.24,0,0,0,0,0,14,33,240,0.05,0.13,0.94,-42.00,-400.00,-266.00,264.01
4,2012/6/9,22:16:16,523.00,10261.26,24.42,27.40,101366,24.16,0,0,0,0,0,15,32,241,0.06,0.12,0.94,-42.00,-402.00,-267.00,264.04
5,2012/6/9,22:16:17,523.00,10261.26,24.42,27.40,101367,23.83,0,0,0,0,0,14,31,240,0.05,0.12,0.94,-42.00,-403.00,-268.00,264.05
6,2012/6/9,22:16:18,523.00,10261.26,24.42,27.40,101369,24.24,0,0,0,0,0,14,31,239,0.05,0.12,0.93,-41.00,-403.00,-269.00,264.19
7,2012/6/9,22:16:19,523.00,10261.26,24.42,27.40,101365,24.33,0,0,0,0,0,14,32,239,0.05,0.12,0.93,-23.00,-398.00,-268.00,266.69
8,2012/6/9,22:16:20,523.00,10261.26,24.42,27.40,101361,24.33,0,0,0,0,0,14,31,240,0.05,0.12,0.94,-24.00,-397.00,-265.00,266.54
9,2012/6/9,22:16:21,523.00,10261.26,24.42,27.40,101365,24.07,0,0,0,0,0,13,33,240,0.05,0.13,0.94,-23.00,-397.00,-265.00,266.68
10,2012/6/9,22:16:22,524.00,10301.48,24.33,27.40,101367,24.41,0,0,0,0,0,15,31,237,0.06,0.12,0.92,-24.00,-396.00,-264.00,266.53
11,2012/6/9,22:16:23,523.00,10261.26,24.42,27.40,101364,23.66,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-24.00,-397.00,-266.00,266.54
12,2012/6/9,22:16:24,524.00,10301.48,24.33,27.40,101368,24.16,0,0,0,0,0,13,32,240,0.05,0.12,0.94,-24.00,-398.00,-266.00,266.55
13,2012/6/9,22:16:25,523.00,10261.26,24.42,27.40,101370,23.99,0,1,0,0,0,13,32,240,0.05,0.12,0.94,-23.00,-400.00,-268.00,266.71
14,2012/6/9,22:16:26,524.00,10301.48,24.33,27.40,101362,23.83,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-24.00,-398.00,-268.00,266.55
15,2012/6/9,22:16:27,523.00,10261.26,24.42,27.40,101370,23.83,0,0,0,0,0,13,33,241,0.05,0.13,0.94,-23.00,-398.00,-266.00,266.69
16,2012/6/9,22:16:28,524.00,10301.48,24.33,27.40,101371,24.66,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-23.00,-397.00,-265.00,266.68
17,2012/6/9,22:16:29,523.00,10261.26,24.42,27.40,101366,24.41,0,0,0,0,0,13,32,240,0.05,0.12,0.94,-23.00,-397.00,-265.00,266.68
18,2012/6/9,22:16:30,523.00,10261.26,24.42,27.40,101365,23.99,0,0,0,0,0,13,33,240,0.05,0.13,0.94,-24.00,-396.00,-265.00,266.53
19,2012/6/9,22:16:31,523.00,10261.26,24.42,27.40,101368,24.07,0,0,0,0,0,13,31,239,0.05,0.12,0.93,-24.00,-399.00,-267.00,266.56
20,2012/6/9,22:16:32,524.00,10301.48,24.33,27.40,101370,23.49,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-23.00,-398.00,-268.00,266.69
21,2012/6/9,22:16:33,524.00,10301.48,24.33,27.40,101369,24.41,0,0,0,0,0,14,32,241,0.05,0.12,0.94,-23.00,-398.00,-268.00,266.69
22,2012/6/9,22:16:34,523.00,10261.26,24.42,27.40,101368,23.74,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-23.00,-396.00,-266.00,266.68
23,2012/6/9,22:16:35,523.00,10261.26,24.42,27.40,101365,23.91,0,1,0,0,0,14,31,240,0.05,0.12,0.94,-23.00,-396.00,-264.00,266.68
24,2012/6/9,22:16:36,524.00,10301.48,24.33,27.40,101372,23.83,0,0,0,0,0,13,33,240,0.05,0.13,0.94,-24.00,-396.00,-264.00,266.53
25,2012/6/9,22:16:37,524.00,10301.48,24.33,27.40,101362,23.83,0,0,0,0,0,12,33,243,0.05,0.13,0.95,-23.00,-397.00,-266.00,266.68
26,2012/6/9,22:16:38,523.00,10261.26,24.42,27.30,101358,25.74,0,0,0,0,0,14,32,239,0.05,0.12,0.93,-24.00,-399.00,-266.00,266.56
27,2012/6/9,22:16:39,524.00,10301.48,24.33,27.40,101367,24.07,0,0,0,0,0,13,32,242,0.05,0.12,0.94,-23.00,-399.00,-268.00,266.70
28,2012/6/9,22:16:40,524.00,10301.48,24.33,27.40,101371,23.74,0,0,0,0,0,13,33,239,0.05,0.13,0.93,-23.00,-397.00,-268.00,266.68
29,2012/6/9,22:16:41,524.00,10301.48,24.33,27.30,101364,23.91,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-21.00,-396.00,-267.00,266.96
30,2012/6/9,22:16:42,523.00,10261.26,24.42,27.30,101368,23.49,0,0,0,0,0,14,31,240,0.05,0.12,0.94,-24.00,-397.00,-266.00,266.54
31,2012/6/9,22:16:43,523.00,10261.26,24.42,27.40,101363,23.83,0,0,1,0,1,14,32,241,0.05,0.12,0.94,-22.00,-398.00,-266.00,266.84
32,2012/6/9,22:16:44,523.00,10261.26,24.42,27.30,101364,23.83,0,0,0,0,1,14,32,241,0.05,0.12,0.94,-22.00,-399.00,-267.00,266.84
33,2012/6/9,22:16:45,523.00,10261.26,24.42,27.30,101367,24.07,0,1,0,0,0,14,33,241,0.05,0.13,0.94,-22.00,-400.00,-268.00,266.85
34,2012/6/9,22:16:46,523.00,10261.26,24.42,27.30,101363,24.74,0,0,0,0,0,14,32,241,0.05,0.12,0.94,-22.00,-400.00,-268.00,266.85
