secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
3,2012/6/9,22:52:53,546.00,11229.06,22.41,26.30,101401,23.74,0,0,1,0,1,14,30,243,0.05,0.12,0.95,267.00,-717.00,429.00,290.42
5,2012/6/9,22:52:55,546.00,11229.06,22.41,26.30,101404,23.74,0,1,0,0,0,10,35,241,0.04,0.14,0.94,205.00,-599.00,437.00,288.89
7,2012/6/9,22:52:57,546.00,11229.06,22.41,26.30,101410,22.90,0,0,0,0,0,9,36,242,0.04,0.14,0.94,206.00,-600.00,437.00,288.95
9,2012/6/9,22:52:59,546.00,11229.06,22.41,26.30,101399,23.07,0,0,0,0,0,11,35,241,0.04,0.14,0.94,207.00,-599.00,436.00,289.06
11,2012/6/9,22:53:01,547.00,11273.26,22.33,26.30,101399,23.23,0,0,0,0,0,11,34,239,0.04,0.13,0.93,207.00,-599.00,437.00,289.06
13,2012/6/9,22:53:03,547.00,11273.26,22.33,26.30,101397,23.40,0,0,0,0,0,11,35,241,0.04,0.14,0.94,282.00,-691.00,465.00,292.20
15,2012/6/9,22:53:05,547.00,11273.26,22.33,26.30,101406,22.90,0,1,0,0,0,9,34,241,0.04,0.13,0.94,282.00,-692.00,463.00,292.17
17,2012/6/9,22:53:07,547.00,11273.26,22.33,26.30,101403,23.32,0,0,0,0,0,38,54,223,0.15,0.21,0.87,224.00,-712.00,485.00,287.46
19,2012/6/9,22:53:09,547.00,11273.26,22.33,26.30,101406,23.32,0,0,1,0,1,16,44,249,0.06,0.17,0.97,185.00,-644.00,513.00,286.03
21,2012/6/9,22:53:11,546.00,11229.06,22.41,26.40,101398,22.73,0,0,1,1,1,-39,28,227,-0.15,0.11,0.89,205.00,-725.00,513.00,285.79
23,2012/6/9,22:53:13,546.00,11229.06,22.41,26.40,101393,23.65,0,0,0,0,0,-33,19,238,-0.13,0.07,0.93,208.00,-751.00,509.00,285.48
25,2012/6/9,22:53:15,547.00,11273.26,22.33,26.40,101408,23.23,0,1,0,0,0,-27,29,245,-0.11,0.11,0.96,228.00,-853.00,515.00,284.96
27,2012/6/9,22:53:17,547.00,11273.26,22.33,26.40,101397,23.40,0,0,0,0,0,-17,24,265,-0.07,0.09,1.03,251.00,-877.00,527.00,285.97
29,2012/6/9,22:53:19,548.00,11317.64,22.24,26.40,101414,22.32,0,0,0,0,0,5,50,213,0.02,0.19,0.83,315.00,-869.00,509.00,289.92
31,2012/6/9,22:53:21,549.00,11362.22,22.15,26.40,101407,22.99,0,0,0,0,0,15,21,234,0.06,0.08,0.91,275.00,-873.00,546.00,287.48
33,2012/6/9,22:53:23,550.00,11406.98,22.07,26.40,101408,23.07,0,0,0,0,0,15,25,247,0.06,0.10,0.96,248.00,-833.00,563.00,286.58
35,2012/6/9,22:53:25,550.00,11406.98,22.07,26.40,101410,22.48,0,1,0,0,0,1,9,240,0.00,0.04,0.94,269.00,-828.00,556.00,288.00
37,2012/6/9,22:53:27,550.00,11406.98,22.07,26.40,101403,22.90,0,0,0,0,0,14,7,233,0.05,0.03,0.91,268.00,-850.00,549.00,287.50
39,2012/6/9,22:53:29,550.00,11406.98,22.07,26.40,101406,22.82,0,0,0,1,1,-59,59,204,-0.23,0.23,0.80,484.00,-1139.00,801.00,293.02
41,2012/6/9,22:53:31,546.00,11229.06,22.41,26.40,101409,23.40,0,0,0,0,0,-2,63,230,-0.01,0.25,0.90,493.00,-1111.00,686.00,293.93
43,2012/6/9,22:53:33,541.00,11010.81,22.85,26.50,101406,22.82,0,0,0,0,0,-47,37,239,-0.18,0.14,0.93,517.00,-1099.00,693.00,295.19
45,2012/6/9,22:53:35,536.00,10797.04,23.28,26.50,101399,23.32,0,0,0,0,0,-47,31,247,-0.18,0.12,0.96,885.00,-1329.00,1146.00,303.66
47,2012/6/9,22:53:37,532.00,10629.16,23.63,26.50,101404,23.32,0,1,0,0,0,60,28,236,0.23,0.11,0.92,824.00,-1320.00,1142.00,301.97
49,2012/6/9,22:53:39,529.00,10505.04,23.90,26.50,101404,22.73,0,0,0,0,0,32,19,242,0.12,0.07,0.94,780.00,-1323.00,1144.00,300.52
51,2012/6/9,22:53:41,523.00,10261.26,24.42,26.50,101403,23.82,0,0,0,0,0,31,21,240,0.12,0.08,0.94,780.00,-1322.00,1144.00,300.54
53,2012/6/9,22:53:43,517.00,10023.26,24.95,26.50,101406,22.73,0,0,0,0,0,30,17,231,0.12,0.07,0.90,768.00,-1324.00,1148.00,300.12
55,2012/6/9,22:53:45,515.00,9945.18,25.12,26.50,101415,23.15,0,0,1,0,1,26,20,239,0.10,0.08,0.93,781.00,-1321.00,1143.00,300.59
57,2012/6/9,22:53:47,513.00,9867.71,25.30,26.50,101410,22.73,0,1,0,0,0,27,20,240,0.11,0.08,0.94,780.00,-1317.00,1147.00,300.64
59,2012/6/9,22:53:49,512.00,9829.20,25.39,26.50,101402,23.48,0,0,0,0,0,29,20,242,0.11,0.08,0.94,782.00,-1322.00,1142.00,300.61
61,2012/6/9,22:53:51,510.00,9752.63,25.56,26.60,101410,22.24,0,0,0,0,0,29,19,240,0.11,0.07,0.94,783.00,-1321.00,1142.00,300.66
63,2012/6/9,22:53:53,509.00,9714.57,25.65,26.60,101404,22.90,0,0,0,0,1,28,21,239,0.11,0.08,0.93,779.00,-1330.00,1164.00,300.36
65,2012/6/9,22:53:55,508.00,9676.66,25.74,26.60,101411,22.57,0,0,0,0,0,42,26,227,0.16,0.10,0.89,757.00,-1336.00,1163.00,299.54
