secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
2,2012/6/9,9:06:25,509.00,9714.57,25.65,25.80,101317,23.75,0,0,0,0,0,8,32,241,0.03,0.12,0.94,86.00,-45.00,-200.00,332.38
3,2012/6/9,9:06:26,509.00,9714.57,25.65,25.80,101325,23.25,0,0,0,0,0,8,31,240,0.03,0.12,0.94,88.00,-44.00,-202.00,333.43
4,2012/6/9,9:06:27,509.00,9714.57,25.65,25.80,101318,23.75,0,0,0,0,0,7,31,240,0.03,0.12,0.94,83.00,-41.00,-203.00,333.71
5,2012/6/9,9:06:28,509.00,9714.57,25.65,25.80,101319,23.42,0,0,0,0,0,8,32,239,0.03,0.12,0.93,75.00,-37.00,-202.00,333.74
6,2012/6/9,9:06:29,509.00,9714.57,25.65,25.80,101325,23.42,0,1,0,0,0,8,32,240,0.03,0.12,0.94,71.00,-37.00,-201.00,332.47
7,2012/6/9,9:06:30,509.00,9714.57,25.65,25.80,101323,23.34,0,0,0,0,0,8,31,241,0.03,0.12,0.94,78.00,-41.00,-200.00,332.27
8,2012/6/9,9:06:31,509.00,9714.57,25.65,25.80,101318,22.92,0,0,0,0,0,8,31,242,0.03,0.12,0.94,88.00,-47.00,-200.00,331.89
9,2012/6/9,9:06:32,509.00,9714.57,25.65,25.80,101314,23.59,0,0,0,0,0,9,32,242,0.04,0.12,0.94,87.00,-45.00,-201.00,332.65
10,2012/6/9,9:06:33,509.00,9714.57,25.65,25.80,101327,23.09,0,0,0,0,0,8,31,241,0.03,0.12,0.94,78.00,-41.00,-201.00,332.27
11,2012/6/9,9:06:34,508.00,9676.66,25.74,25.90,101320,23.67,0,0,0,0,0,8,30,240,0.03,0.12,0.94,70.00,-35.00,-201.00,333.43
12,2012/6/9,9:06:35,508.00,9676.66,25.74,25.90,101323,22.58,0,0,0,0,0,8,31,240,0.03,0.12,0.94,75.00,-39.00,-201.00,332.53
13,2012/6/9,9:06:36,508.00,9676.66,25.74,25.90,101322,23.09,0,0,0,0,0,8,31,239,0.03,0.12,0.93,84.00,-44.00,-201.00,332.35
14,2012/6/9,9:06:37,508.00,9676.66,25.74,25.90,101317,23.67,0,0,0,0,0,9,31,239,0.04,0.12,0.93,89.00,-48.00,-201.00,331.66
15,2012/6/9,9:06:38,508.00,9676.66,25.74,25.90,101323,23.59,0,0,0,0,0,9,32,240,0.04,0.12,0.94,85.00,-44.00,-201.00,332.63
16,2012/6/9,9:06:39,508.00,9676.66,25.74,25.90,101323,23.67,0,1,0,0,0,9,32,241,0.04,0.12,0.94,76.00,-38.00,-202.00,333.43
17,2012/6/9,9:06:40,508.00,9676.66,25.74,25.90,101323,23.67,0,0,0,0,0,8,31,240,0.03,0.12,0.94,70.00,-35.00,-202.00,333.43
18,2012/6/9,9:06:41,508.00,9676.66,25.74,25.90,101324,23.17,0,0,0,0,0,9,31,241,0.04,0.12,0.94,76.00,-39.00,-201.00,332.84
19,2012/6/9,9:06:42,508.00,9676.66,25.74,25.90,101316,24.17,0,0,0,0,0,8,31,240,0.03,0.12,0.94,86.00,-46.00,-201.00,331.86
20,2012/6/9,9:06:43,508.00,9676.66,25.74,25.90,101318,23.00,0,0,0,0,0,8,31,240,0.03,0.12,0.94,88.00,-48.00,-201.00,331.39
21,2012/6/9,9:06:44,508.00,9676.66,25.74,25.90,101321,23.75,0,0,0,0,0,8,31,241,0.03,0.12,0.94,82.00,-42.00,-201.00,332.88
22,2012/6/9,9:06:45,508.00,9676.66,25.74,25.90,101321,23.59,0,0,0,0,0,9,31,241,0.04,0.12,0.94,71.00,-36.00,-202.00,333.11
23,2012/6/9,9:06:46,508.00,9676.66,25.74,25.90,101321,22.83,0,0,0,0,0,8,32,239,0.03,0.12,0.93,70.00,-34.00,-201.00,334.09
24,2012/6/9,9:06:47,508.00,9676.66,25.74,25.90,101325,23.67,0,0,0,0,0,9,31,239,0.04,0.12,0.93,79.00,-40.00,-200.00,333.15
25,2012/6/9,9:06:48,508.00,9676.66,25.74,25.90,101325,23.67,0,0,0,0,0,8,32,240,0.03,0.12,0.94,88.00,-47.00,-201.00,331.89
26,2012/6/9,9:06:49,508.00,9676.66,25.74,26.00,101317,23.59,0,1,0,0,0,9,31,239,0.04,0.12,0.93,88.00,-46.00,-202.00,332.40
