secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
2,2012/6/9,22:17:19,524.00,10301.48,24.33,27.30,101351,23.91,0,1,0,0,0,13,32,240,0.05,0.12,0.94,-42.00,-380.00,-238.00,263.69
3,2012/6/9,22:17:20,524.00,10301.48,24.33,27.30,101371,23.58,0,0,0,0,0,14,32,241,0.05,0.12,0.94,-81.00,-403.00,-255.00,258.64
4,2012/6/9,22:17:21,523.00,10261.26,24.42,27.30,101364,23.74,0,0,0,0,0,13,33,242,0.05,0.13,0.94,-54.00,-381.00,-254.00,261.93
5,2012/6/9,22:17:22,523.00,10261.26,24.42,27.30,101361,24.16,0,0,0,0,0,15,32,241,0.06,0.12,0.94,-55.00,-380.00,-254.00,261.76
6,2012/6/9,22:17:23,523.00,10261.26,24.42,27.30,101366,23.66,0,0,0,0,0,13,33,240,0.05,0.13,0.94,-55.00,-381.00,-254.00,261.79
7,2012/6/9,22:17:24,524.00,10301.48,24.33,27.30,101359,23.99,0,0,0,0,0,14,33,241,0.05,0.13,0.94,-54.00,-380.00,-253.00,261.91
8,2012/6/9,22:17:25,524.00,10301.48,24.33,27.30,101362,23.91,0,0,0,0,0,13,33,245,0.05,0.13,0.96,-54.00,-379.00,-252.00,261.89
9,2012/6/9,22:17:26,524.00,10301.48,24.33,27.30,101365,24.41,0,0,0,0,0,13,33,241,0.05,0.13,0.94,-54.00,-380.00,-251.00,261.91
10,2012/6/9,22:17:27,523.00,10261.26,24.42,27.30,101358,24.24,0,0,0,0,0,13,33,241,0.05,0.13,0.94,-54.00,-380.00,-252.00,261.91
11,2012/6/9,22:17:28,524.00,10301.48,24.33,27.30,101358,23.74,0,0,0,0,0,14,33,230,0.05,0.13,0.90,-55.00,-379.00,-253.00,261.74
12,2012/6/9,22:17:29,523.00,10261.26,24.42,27.30,101364,23.58,0,0,0,0,0,13,32,240,0.05,0.12,0.94,-55.00,-379.00,-254.00,261.74
13,2012/6/9,22:17:30,523.00,10261.26,24.42,27.30,101359,24.33,0,1,0,0,0,14,31,239,0.05,0.12,0.93,-54.00,-379.00,-255.00,261.89
14,2012/6/9,22:17:31,524.00,10301.48,24.33,27.30,101362,23.91,0,0,0,0,0,13,33,239,0.05,0.13,0.93,-55.00,-378.00,-254.00,261.72
