secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
3,2012/6/9,22:54:36,501.00,9415.34,26.36,26.80,101396,23.73,0,0,0,0,0,29,21,241,0.11,0.08,0.94,843.00,-1472.00,1206.00,299.80
5,2012/6/9,22:54:38,501.00,9415.34,26.36,26.80,101408,24.82,0,0,0,0,0,29,22,242,0.11,0.09,0.94,843.00,-1472.00,1206.00,299.80
7,2012/6/9,22:54:40,501.00,9415.34,26.36,26.80,101409,24.32,0,0,0,0,0,29,21,238,0.11,0.08,0.93,845.00,-1472.00,1207.00,299.86
9,2012/6/9,22:54:42,501.00,9415.34,26.36,26.80,101406,24.07,0,1,0,0,0,29,22,240,0.11,0.09,0.94,842.00,-1472.00,1207.00,299.77
11,2012/6/9,22:54:44,501.00,9415.34,26.36,26.80,101406,24.57,0,0,0,0,0,30,23,239,0.12,0.09,0.93,840.00,-1472.00,1205.00,299.71
13,2012/6/9,22:54:46,501.00,9415.34,26.36,26.80,101399,24.07,0,0,0,0,0,27,22,242,0.11,0.09,0.94,841.00,-1471.00,1204.00,299.76
15,2012/6/9,22:54:48,501.00,9415.34,26.36,26.80,101402,25.23,0,0,0,0,0,14,34,253,0.05,0.13,0.99,956.00,-1402.00,1186.00,304.29
17,2012/6/9,22:54:50,501.00,9415.34,26.36,26.80,101400,24.40,0,0,0,0,0,43,60,236,0.17,0.23,0.92,967.00,-1406.00,1185.00,304.52
19,2012/6/9,22:54:52,501.00,9415.34,26.36,26.90,101403,23.82,0,1,0,0,0,42,61,234,0.16,0.24,0.91,960.00,-1404.00,1182.00,304.36
21,2012/6/9,22:54:54,501.00,9415.34,26.36,26.90,101403,23.90,0,0,0,0,0,28,71,236,0.11,0.28,0.92,978.00,-1415.00,1206.00,304.65
23,2012/6/9,22:54:56,501.00,9415.34,26.36,26.90,101401,24.23,0,0,0,0,0,28,69,234,0.11,0.27,0.91,960.00,-1390.00,1199.00,304.63
25,2012/6/9,22:54:58,500.00,9378.58,26.45,26.90,101402,24.65,0,0,0,0,0,27,68,233,0.11,0.27,0.91,960.00,-1392.00,1198.00,304.59
27,2012/6/9,22:55:00,500.00,9378.58,26.45,26.90,101403,24.40,0,0,0,0,0,26,69,234,0.10,0.27,0.91,960.00,-1392.00,1197.00,304.59
29,2012/6/9,22:55:02,500.00,9378.58,26.45,26.90,101398,23.90,0,1,0,0,0,27,71,234,0.11,0.28,0.91,960.00,-1391.00,1197.00,304.61
31,2012/6/9,22:55:04,500.00,9378.58,26.45,26.90,101411,23.48,0,0,0,0,0,27,71,233,0.11,0.28,0.91,959.00,-1391.00,1198.00,304.58
33,2012/6/9,22:55:06,499.00,9341.97,26.54,26.90,101405,24.07,0,0,0,0,0,26,71,234,0.10,0.28,0.91,959.00,-1391.00,1199.00,304.58
35,2012/6/9,22:55:08,499.00,9341.97,26.54,26.90,101398,25.23,0,0,0,0,0,26,71,234,0.10,0.28,0.91,960.00,-1391.00,1197.00,304.61
37,2012/6/9,22:55:10,499.00,9341.97,26.54,26.90,101387,24.48,0,0,0,0,0,26,71,235,0.10,0.28,0.92,958.00,-1390.00,1196.00,304.57
39,2012/6/9,22:55:12,499.00,9341.97,26.54,27.00,101394,24.23,0,0,0,0,0,25,71,235,0.10,0.28,0.92,961.00,-1390.00,1198.00,304.66
41,2012/6/9,22:55:14,498.00,9305.49,26.63,27.00,101409,23.57,0,1,0,0,0,25,72,234,0.10,0.28,0.91,960.00,-1390.00,1198.00,304.63
43,2012/6/9,22:55:16,498.00,9305.49,26.63,27.00,101401,24.23,0,0,0,0,0,26,71,234,0.10,0.28,0.91,958.00,-1391.00,1196.00,304.56
45,2012/6/9,22:55:18,498.00,9305.49,26.63,27.00,101401,24.65,0,0,0,0,0,24,72,233,0.09,0.28,0.91,965.00,-1396.00,1197.00,304.65
47,2012/6/9,22:55:20,498.00,9305.49,26.63,27.00,101405,23.65,0,0,0,0,0,25,73,232,0.10,0.28,0.90,975.00,-1407.00,1197.00,304.72
49,2012/6/9,22:55:22,498.00,9305.49,26.63,27.00,101401,23.82,0,0,0,0,0,25,73,233,0.10,0.28,0.91,961.00,-1390.00,1198.00,304.66
51,2012/6/9,22:55:24,498.00,9305.49,26.63,27.00,101410,23.40,0,1,0,0,0,25,72,233,0.10,0.28,0.91,959.00,-1391.00,1196.00,304.58
53,2012/6/9,22:55:26,498.00,9305.49,26.63,27.00,101402,23.48,0,0,0,0,0,25,72,232,0.10,0.28,0.90,958.00,-1390.00,1196.00,304.57
