secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
2,2012/6/9,22:14:21,527.00,10423.13,24.07,27.40,101362,23.57,0,1,0,0,0,14,33,240,0.05,0.13,0.94,-24.00,-384.00,-256.00,266.42
3,2012/6/9,22:14:22,527.00,10423.13,24.07,27.40,101361,22.82,0,0,0,0,0,14,31,240,0.05,0.12,0.94,-24.00,-384.00,-256.00,266.42
4,2012/6/9,22:14:23,527.00,10423.13,24.07,27.40,101354,23.74,0,0,0,0,0,14,31,240,0.05,0.12,0.94,-23.00,-386.00,-257.00,266.59
5,2012/6/9,22:14:24,527.00,10423.13,24.07,27.40,101361,23.83,0,0,0,0,0,14,33,239,0.05,0.13,0.93,-24.00,-387.00,-259.00,266.45
6,2012/6/9,22:14:25,527.00,10423.13,24.07,27.40,101366,23.99,0,0,0,0,0,13,32,240,0.05,0.12,0.94,-23.00,-387.00,-259.00,266.60
7,2012/6/9,22:14:26,527.00,10423.13,24.07,27.40,101362,23.57,0,0,0,0,0,14,33,239,0.05,0.13,0.93,-24.00,-384.00,-259.00,266.42
8,2012/6/9,22:14:27,527.00,10423.13,24.07,27.40,101356,24.08,0,0,0,0,0,14,31,241,0.05,0.12,0.94,-24.00,-385.00,-257.00,266.43
9,2012/6/9,22:14:28,527.00,10423.13,24.07,27.40,101364,24.41,0,0,0,0,0,13,33,240,0.05,0.13,0.94,-21.00,-384.00,-256.00,266.87
10,2012/6/9,22:14:29,526.00,10382.41,24.16,27.40,101360,23.74,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-24.00,-384.00,-256.00,266.42
11,2012/6/9,22:14:30,527.00,10423.13,24.07,27.40,101353,24.33,0,0,0,0,0,14,33,239,0.05,0.13,0.93,-23.00,-386.00,-257.00,266.59
12,2012/6/9,22:14:31,526.00,10382.41,24.16,27.40,101359,24.49,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-23.00,-387.00,-259.00,266.60
13,2012/6/9,22:14:32,526.00,10382.41,24.16,27.40,101362,23.74,0,1,0,0,0,14,32,242,0.05,0.12,0.94,-23.00,-387.00,-260.00,266.60
14,2012/6/9,22:14:33,526.00,10382.41,24.16,27.40,101368,24.24,0,0,0,0,0,14,32,241,0.05,0.12,0.94,-23.00,-386.00,-259.00,266.59
15,2012/6/9,22:14:34,526.00,10382.41,24.16,27.40,101357,24.66,0,0,0,0,0,13,33,239,0.05,0.13,0.93,-21.00,-383.00,-258.00,266.86
16,2012/6/9,22:14:35,526.00,10382.41,24.16,27.40,101366,23.49,0,0,0,0,0,13,32,239,0.05,0.12,0.93,-24.00,-384.00,-256.00,266.42
17,2012/6/9,22:14:36,526.00,10382.41,24.16,27.40,101364,24.16,0,0,0,0,0,14,31,240,0.05,0.12,0.94,-24.00,-384.00,-256.00,266.42
18,2012/6/9,22:14:37,526.00,10382.41,24.16,27.40,101357,24.16,0,0,0,0,0,13,33,241,0.05,0.13,0.94,-23.00,-386.00,-256.00,266.59
19,2012/6/9,22:14:38,526.00,10382.41,24.16,27.40,101359,24.41,0,0,0,0,0,14,33,241,0.05,0.13,0.94,-23.00,-386.00,-258.00,266.59
20,2012/6/9,22:14:39,526.00,10382.41,24.16,27.40,101357,24.33,0,0,0,0,0,13,32,242,0.05,0.12,0.94,-24.00,-387.00,-259.00,266.45
21,2012/6/9,22:14:40,526.00,10382.41,24.16,27.40,101358,23.91,0,0,0,0,0,13,32,240,0.05,0.12,0.94,-23.00,-386.00,-259.00,266.59
22,2012/6/9,22:14:41,526.00,10382.41,24.16,27.40,101360,24.16,0,0,0,0,0,13,32,240,0.05,0.12,0.94,-23.00,-384.00,-257.00,266.57
23,2012/6/9,22:14:42,526.00,10382.41,24.16,27.40,101360,23.74,0,1,0,0,0,14,32,242,0.05,0.12,0.94,-24.00,-385.00,-256.00,266.43
24,2012/6/9,22:14:43,526.00,10382.41,24.16,27.40,101360,23.66,0,0,0,0,0,13,33,240,0.05,0.13,0.94,-23.00,-384.00,-255.00,266.57
25,2012/6/9,22:14:44,526.00,10382.41,24.16,27.40,101360,23.57,0,0,0,0,0,13,33,238,0.05,0.13,0.93,-24.00,-386.00,-256.00,266.44
26,2012/6/9,22:14:45,526.00,10382.41,24.16,27.40,101361,23.99,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-23.00,-387.00,-258.00,266.60
27,2012/6/9,22:14:46,526.00,10382.41,24.16,27.40,101368,23.74,0,0,0,0,0,15,31,240,0.06,0.12,0.94,-23.00,-387.00,-260.00,266.60
28,2012/6/9,22:14:47,526.00,10382.41,24.16,27.40,101371,23.57,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-23.00,-386.00,-259.00,266.59
29,2012/6/9,22:14:48,526.00,10382.41,24.16,27.40,101364,23.57,0,0,1,0,1,13,33,236,0.05,0.13,0.92,-24.00,-384.00,-257.00,266.42
30,2012/6/9,22:14:49,526.00,10382.41,24.16,27.40,101361,24.16,0,0,0,0,0,13,32,240,0.05,0.12,0.94,-23.00,-383.00,-256.00,266.56
