secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
3,2012/6/9,22:12:42,546.00,11229.06,22.41,27.40,101364,24.58,0,1,0,0,0,13,31,240,0.05,0.12,0.94,-16.00,-375.00,-254.00,267.56
5,2012/6/9,22:12:44,546.00,11229.06,22.41,27.40,101360,23.74,0,0,0,0,0,13,31,240,0.05,0.12,0.94,-13.00,-375.00,-253.00,268.01
7,2012/6/9,22:12:46,544.00,11141.21,22.59,27.40,101366,23.83,0,0,0,0,0,14,32,239,0.05,0.12,0.93,-13.00,-380.00,-256.00,268.04
9,2012/6/9,22:12:48,543.00,11097.56,22.67,27.40,101356,24.41,0,0,0,0,0,13,32,240,0.05,0.12,0.94,-13.00,-376.00,-256.00,268.02
11,2012/6/9,22:12:50,543.00,11097.56,22.67,27.40,101363,23.49,0,0,0,1,1,14,31,240,0.05,0.12,0.94,-13.00,-374.00,-254.00,268.01
13,2012/6/9,22:12:52,541.00,11010.81,22.85,27.40,101356,23.66,0,1,0,0,0,14,32,239,0.05,0.12,0.93,-13.00,-375.00,-253.00,268.01
15,2012/6/9,22:12:54,541.00,11010.81,22.85,27.50,101369,24.16,0,0,0,0,0,14,32,241,0.05,0.12,0.94,-13.00,-378.00,-255.00,268.03
17,2012/6/9,22:12:56,540.00,10967.70,22.94,27.40,101351,23.99,0,0,0,0,0,13,33,241,0.05,0.13,0.94,-12.00,-378.00,-257.00,268.18
19,2012/6/9,22:12:58,540.00,10967.70,22.94,27.50,101362,23.91,0,0,0,0,0,14,31,238,0.05,0.12,0.93,-12.00,-376.00,-255.00,268.17
21,2012/6/9,22:13:00,539.00,10924.77,23.02,27.50,101360,24.08,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-13.00,-375.00,-253.00,268.01
23,2012/6/9,22:13:02,538.00,10882.02,23.11,27.50,101364,23.33,0,1,0,0,0,14,34,239,0.05,0.13,0.93,-16.00,-380.00,-257.00,267.59
25,2012/6/9,22:13:04,538.00,10882.02,23.11,27.40,101369,23.08,0,0,0,0,0,15,32,240,0.06,0.12,0.94,-15.00,-383.00,-259.00,267.76
27,2012/6/9,22:13:06,537.00,10839.44,23.20,27.40,101362,24.24,0,0,0,0,0,13,33,241,0.05,0.13,0.94,-15.00,-380.00,-258.00,267.74
29,2012/6/9,22:13:08,536.00,10797.04,23.28,27.40,101360,24.33,0,0,0,0,0,12,31,237,0.05,0.12,0.92,-15.00,-378.00,-256.00,267.73
31,2012/6/9,22:13:10,536.00,10797.04,23.28,27.40,101362,23.91,0,0,0,0,0,13,32,239,0.05,0.12,0.93,-15.00,-380.00,-256.00,267.74
33,2012/6/9,22:13:12,535.00,10754.82,23.37,27.40,101361,23.83,0,1,0,0,0,14,32,241,0.05,0.12,0.94,-13.00,-382.00,-258.00,268.05
35,2012/6/9,22:13:14,535.00,10754.82,23.37,27.50,101358,23.99,0,0,0,0,0,13,33,240,0.05,0.13,0.94,-15.00,-382.00,-258.00,267.75
37,2012/6/9,22:13:16,535.00,10754.82,23.37,27.40,101352,23.49,0,0,0,0,0,14,32,239,0.05,0.12,0.93,-15.00,-378.00,-257.00,267.73
39,2012/6/9,22:13:18,534.00,10712.76,23.46,27.50,101357,23.91,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-16.00,-377.00,-255.00,267.57
