secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
2,2012/6/9,22:20:04,524.00,10301.48,24.33,27.30,101351,23.83,0,1,0,0,0,14,31,241,0.05,0.12,0.94,-53.00,-378.00,-254.00,262.02
3,2012/6/9,22:20:05,525.00,10341.87,24.25,27.30,101359,23.58,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-53.00,-376.00,-253.00,261.98
4,2012/6/9,22:20:06,525.00,10341.87,24.25,27.30,101366,22.91,0,0,0,0,0,13,32,240,0.05,0.12,0.94,-54.00,-377.00,-251.00,261.85
5,2012/6/9,22:20:07,525.00,10341.87,24.25,27.30,101368,23.24,0,0,0,0,0,13,32,239,0.05,0.12,0.93,-55.00,-379.00,-252.00,261.74
6,2012/6/9,22:20:08,524.00,10301.48,24.33,27.30,101367,23.58,0,0,0,0,0,14,32,241,0.05,0.12,0.94,-53.00,-378.00,-253.00,262.02
7,2012/6/9,22:20:09,525.00,10341.87,24.25,27.30,101366,23.74,0,0,0,0,0,14,33,241,0.05,0.13,0.94,-54.00,-379.00,-253.00,261.89
8,2012/6/9,22:20:10,524.00,10301.48,24.33,27.30,101360,23.49,0,0,0,0,0,14,32,239,0.05,0.12,0.93,-53.00,-380.00,-255.00,262.06
9,2012/6/9,22:20:11,525.00,10341.87,24.25,27.30,101358,23.58,0,0,0,0,0,14,32,241,0.05,0.12,0.94,-53.00,-379.00,-256.00,262.04
10,2012/6/9,22:20:12,525.00,10341.87,24.25,27.30,101363,23.41,0,0,0,0,0,28,32,212,0.11,0.12,0.83,-54.00,-378.00,-254.00,261.87
11,2012/6/9,22:20:13,525.00,10341.87,24.25,27.30,101361,23.49,0,0,0,0,0,14,33,236,0.05,0.13,0.92,-55.00,-378.00,-252.00,261.72
12,2012/6/9,22:20:14,526.00,10382.41,24.16,27.30,101365,23.24,0,0,0,0,1,14,33,239,0.05,0.13,0.93,-54.00,-378.00,-251.00,261.87
13,2012/6/9,22:20:15,525.00,10341.87,24.25,27.30,101362,23.33,0,1,0,0,0,14,31,240,0.05,0.12,0.94,-55.00,-379.00,-251.00,261.74
14,2012/6/9,22:20:16,524.00,10301.48,24.33,27.30,101369,23.66,0,0,0,0,0,14,31,239,0.05,0.12,0.93,-55.00,-379.00,-253.00,261.74
15,2012/6/9,22:20:17,524.00,10301.48,24.33,27.30,101364,23.16,0,0,0,0,0,13,33,240,0.05,0.13,0.94,-55.00,-381.00,-254.00,261.79
16,2012/6/9,22:20:18,525.00,10341.87,24.25,27.30,101362,23.49,0,0,0,0,0,13,33,239,0.05,0.13,0.93,-55.00,-379.00,-255.00,261.74
17,2012/6/9,22:20:19,525.00,10341.87,24.25,27.30,101366,23.33,0,0,0,0,0,13,32,240,0.05,0.12,0.94,-54.00,-380.00,-254.00,261.91
18,2012/6/9,22:20:20,525.00,10341.87,24.25,27.30,101357,23.33,0,0,0,0,0,13,33,240,0.05,0.13,0.94,-55.00,-378.00,-252.00,261.72
19,2012/6/9,22:20:21,525.00,10341.87,24.25,27.40,101357,23.83,0,0,0,0,0,13,33,240,0.05,0.13,0.94,-54.00,-377.00,-252.00,261.85
20,2012/6/9,22:20:22,524.00,10301.48,24.33,27.30,101366,23.66,0,0,0,0,0,13,31,239,0.05,0.12,0.93,-52.00,-377.00,-251.00,262.15
