secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
2,2012/6/9,22:06:17,538.00,10882.02,23.11,28.40,101349,23.41,0,0,0,0,0,19,30,240,0.07,0.12,0.94,108.00,198.00,-237.00,61.39
3,2012/6/9,22:06:18,538.00,10882.02,23.11,28.40,101351,24.16,0,0,0,0,0,18,30,241,0.07,0.12,0.94,109.00,198.00,-236.00,61.17
4,2012/6/9,22:06:19,538.00,10882.02,23.11,28.40,101355,23.74,0,0,0,0,0,19,31,239,0.07,0.12,0.93,109.00,197.00,-236.00,61.04
5,2012/6/9,22:06:20,537.00,10839.44,23.20,28.40,101351,23.91,0,0,0,0,0,18,31,240,0.07,0.12,0.94,109.00,197.00,-238.00,61.04
6,2012/6/9,22:06:21,538.00,10882.02,23.11,28.40,101354,24.08,0,0,0,0,0,18,30,241,0.07,0.12,0.94,109.00,195.00,-239.00,60.80
7,2012/6/9,22:06:22,539.00,10924.77,23.02,28.40,101349,23.41,0,0,0,0,0,18,28,241,0.07,0.11,0.94,204.00,210.00,-308.00,45.83
8,2012/6/9,22:06:23,539.00,10924.77,23.02,28.40,101356,23.66,0,0,1,0,1,45,50,239,0.18,0.19,0.93,168.00,99.00,-357.00,30.51
9,2012/6/9,22:06:24,539.00,10924.77,23.02,28.40,101345,24.50,0,1,0,0,0,18,42,251,0.07,0.16,0.98,259.00,-94.00,-279.00,340.05
10,2012/6/9,22:06:25,538.00,10882.02,23.11,28.40,101359,24.25,0,0,1,0,1,14,31,240,0.05,0.12,0.94,307.00,-113.00,-249.00,339.79
11,2012/6/9,22:06:26,539.00,10924.77,23.02,28.40,101361,23.33,0,0,1,0,0,14,33,240,0.05,0.13,0.94,304.00,-110.00,-250.00,340.11
12,2012/6/9,22:06:27,539.00,10924.77,23.02,28.40,101350,24.16,0,0,0,0,1,13,32,240,0.05,0.12,0.94,311.00,-111.00,-254.00,340.36
13,2012/6/9,22:06:28,540.00,10967.70,22.94,28.40,101345,24.83,0,0,0,0,0,13,31,239,0.05,0.12,0.93,310.00,-115.00,-255.00,339.65
14,2012/6/9,22:06:29,539.00,10924.77,23.02,28.40,101356,23.83,0,0,0,0,0,15,31,239,0.06,0.12,0.93,317.00,-115.00,-259.00,340.06
15,2012/6/9,22:06:30,540.00,10967.70,22.94,28.40,101349,23.91,0,0,0,0,0,14,32,241,0.05,0.12,0.94,319.00,-113.00,-258.00,340.49
16,2012/6/9,22:06:31,539.00,10924.77,23.02,28.30,101345,24.08,0,0,0,0,0,13,32,241,0.05,0.12,0.94,318.00,-112.00,-257.00,340.60
17,2012/6/9,22:06:32,538.00,10882.02,23.11,28.30,101352,23.66,0,0,0,0,0,13,32,238,0.05,0.12,0.93,318.00,-113.00,-257.00,340.44
18,2012/6/9,22:06:33,539.00,10924.77,23.02,28.30,101351,23.74,0,0,0,0,0,13,32,240,0.05,0.12,0.94,319.00,-114.00,-259.00,340.33
19,2012/6/9,22:06:34,539.00,10924.77,23.02,28.30,101354,24.16,0,1,0,0,0,14,31,241,0.05,0.12,0.94,319.00,-115.00,-260.00,340.18
