secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
2,2012/6/9,22:11:08,551.00,11451.93,21.98,27.50,101368,23.99,0,1,0,0,0,15,32,239,0.06,0.12,0.93,-1.00,-376.00,-256.00,269.85
3,2012/6/9,22:11:09,551.00,11451.93,21.98,27.50,101366,23.91,0,0,0,0,0,13,32,239,0.05,0.12,0.93,-1.00,-374.00,-257.00,269.85
4,2012/6/9,22:11:10,551.00,11451.93,21.98,27.50,101369,24.24,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-1.00,-372.00,-255.00,269.85
5,2012/6/9,22:11:11,550.00,11406.98,22.07,27.50,101371,23.99,0,0,0,0,0,14,31,240,0.05,0.12,0.94,-2.00,-372.00,-254.00,269.69
6,2012/6/9,22:11:12,550.00,11406.98,22.07,27.50,101369,24.74,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-2.00,-371.00,-253.00,269.69
7,2012/6/9,22:11:13,550.00,11406.98,22.07,27.50,101362,24.91,0,0,0,0,0,13,32,241,0.05,0.12,0.94,-1.00,-374.00,-254.00,269.85
8,2012/6/9,22:11:14,552.00,11497.07,21.89,27.50,101367,24.33,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-2.00,-375.00,-254.00,269.69
9,2012/6/9,22:11:15,551.00,11451.93,21.98,27.50,101362,24.49,0,0,0,0,0,13,32,241,0.05,0.12,0.94,-1.00,-376.00,-256.00,269.85
10,2012/6/9,22:11:16,550.00,11406.98,22.07,27.50,101367,23.82,0,0,0,0,0,14,32,241,0.05,0.12,0.94,-1.00,-375.00,-257.00,269.85
11,2012/6/9,22:11:17,551.00,11451.93,21.98,27.50,101369,24.82,0,0,0,0,0,15,31,240,0.06,0.12,0.94,-2.00,-373.00,-255.00,269.69
12,2012/6/9,22:11:18,550.00,11406.98,22.07,27.50,101367,24.24,0,0,0,0,0,13,33,241,0.05,0.13,0.94,-3.00,-370.00,-254.00,269.54
13,2012/6/9,22:11:19,551.00,11451.93,21.98,27.50,101365,24.57,0,1,0,0,0,14,33,239,0.05,0.13,0.93,-4.00,-370.00,-253.00,269.38
14,2012/6/9,22:11:20,551.00,11451.93,21.98,27.50,101375,24.16,0,0,0,0,0,13,32,239,0.05,0.12,0.93,-4.00,-371.00,-253.00,269.38
15,2012/6/9,22:11:21,551.00,11451.93,21.98,27.50,101367,24.82,0,0,0,0,0,13,32,239,0.05,0.12,0.93,-4.00,-373.00,-254.00,269.39
16,2012/6/9,22:11:22,550.00,11406.98,22.07,27.60,101364,24.16,0,0,0,0,0,13,32,241,0.05,0.12,0.94,-3.00,-373.00,-256.00,269.54
17,2012/6/9,22:11:23,551.00,11451.93,21.98,27.50,101364,24.82,0,0,0,0,0,13,34,240,0.05,0.13,0.94,-3.00,-373.00,-256.00,269.54
18,2012/6/9,22:11:24,551.00,11451.93,21.98,27.50,101364,24.41,0,0,0,0,0,14,33,239,0.05,0.13,0.93,-3.00,-373.00,-255.00,269.54
19,2012/6/9,22:11:25,551.00,11451.93,21.98,27.50,101367,24.66,0,0,0,0,0,13,32,240,0.05,0.12,0.94,-3.00,-370.00,-255.00,269.54
20,2012/6/9,22:11:26,551.00,11451.93,21.98,27.50,101373,24.16,0,0,0,0,0,14,33,237,0.05,0.13,0.92,-4.00,-371.00,-253.00,269.38
21,2012/6/9,22:11:27,550.00,11406.98,22.07,27.60,101365,25.24,0,0,0,0,0,13,33,240,0.05,0.13,0.94,-4.00,-372.00,-252.00,269.38
22,2012/6/9,22:11:28,551.00,11451.93,21.98,27.50,101369,24.99,0,0,0,0,0,13,32,240,0.05,0.12,0.94,-4.00,-372.00,-254.00,269.38
23,2012/6/9,22:11:29,550.00,11406.98,22.07,27.50,101364,23.91,0,1,0,0,0,15,32,241,0.06,0.12,0.94,-3.00,-372.00,-254.00,269.54
24,2012/6/9,22:11:30,551.00,11451.93,21.98,27.50,101370,23.99,0,0,0,0,0,13,32,241,0.05,0.12,0.94,-3.00,-373.00,-256.00,269.54
25,2012/6/9,22:11:31,550.00,11406.98,22.07,27.50,101367,24.91,0,0,0,0,0,13,33,240,0.05,0.13,0.94,-3.00,-372.00,-255.00,269.54
26,2012/6/9,22:11:32,550.00,11406.98,22.07,27.60,101355,24.91,0,0,0,0,0,14,31,239,0.05,0.12,0.93,-3.00,-372.00,-254.00,269.54
27,2012/6/9,22:11:33,550.00,11406.98,22.07,27.50,101362,24.33,0,0,0,0,0,14,32,239,0.05,0.12,0.93,-3.00,-371.00,-253.00,269.54
28,2012/6/9,22:11:34,550.00,11406.98,22.07,27.50,101361,24.57,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-4.00,-371.00,-252.00,269.38
29,2012/6/9,22:11:35,550.00,11406.98,22.07,27.50,101367,24.24,0,0,0,0,0,14,32,239,0.05,0.12,0.93,-3.00,-372.00,-253.00,269.54
30,2012/6/9,22:11:36,550.00,11406.98,22.07,27.50,101368,24.57,0,0,0,0,0,13,33,240,0.05,0.13,0.94,-3.00,-375.00,-255.00,269.54
31,2012/6/9,22:11:37,550.00,11406.98,22.07,27.50,101365,23.91,0,0,0,0,0,13,33,242,0.05,0.13,0.94,-3.00,-375.00,-255.00,269.54
32,2012/6/9,22:11:38,550.00,11406.98,22.07,27.50,101365,24.33,0,0,0,0,0,13,33,239,0.05,0.13,0.93,-3.00,-374.00,-256.00,269.54
33,2012/6/9,22:11:39,550.00,11406.98,22.07,27.50,101357,25.74,0,1,0,0,0,13,32,239,0.05,0.12,0.93,-3.00,-373.00,-254.00,269.54
34,2012/6/9,22:11:40,550.00,11406.98,22.07,27.50,101361,24.66,0,0,0,0,0,14,32,241,0.05,0.12,0.94,-3.00,-370.00,-253.00,269.54
35,2012/6/9,22:11:41,550.00,11406.98,22.07,27.50,101361,24.91,0,0,0,0,0,14,32,239,0.05,0.12,0.93,-4.00,-372.00,-252.00,269.38
36,2012/6/9,22:11:42,550.00,11406.98,22.07,27.50,101364,24.82,0,0,0,0,0,14,31,240,0.05,0.12,0.94,-3.00,-372.00,-253.00,269.54
37,2012/6/9,22:11:43,550.00,11406.98,22.07,27.50,101362,25.24,0,0,0,0,0,13,32,239,0.05,0.12,0.93,-3.00,-373.00,-254.00,269.54
38,2012/6/9,22:11:44,550.00,11406.98,22.07,27.50,101351,24.91,0,0,0,0,0,13,32,240,0.05,0.12,0.94,-4.00,-373.00,-255.00,269.39
39,2012/6/9,22:11:45,551.00,11451.93,21.98,27.50,101355,24.41,0,0,0,0,0,14,32,239,0.05,0.12,0.93,-3.00,-372.00,-255.00,269.54
40,2012/6/9,22:11:46,551.00,11451.93,21.98,27.50,101359,24.49,0,0,0,0,0,14,32,241,0.05,0.12,0.94,-4.00,-373.00,-254.00,269.39
