secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
2,2012/6/9,22:20:59,524.00,10301.48,24.33,27.30,101365,24.08,0,1,0,0,0,14,32,241,0.05,0.12,0.94,-53.00,-377.00,-254.00,262.00
3,2012/6/9,22:21:00,525.00,10341.87,24.25,27.30,101367,23.83,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-53.00,-377.00,-252.00,262.00
4,2012/6/9,22:21:01,524.00,10301.48,24.33,27.30,101364,23.83,0,0,0,0,0,13,33,240,0.05,0.13,0.94,-53.00,-378.00,-252.00,262.02
5,2012/6/9,22:21:02,525.00,10341.87,24.25,27.30,101363,23.99,0,0,0,0,0,13,33,239,0.05,0.13,0.93,-54.00,-378.00,-252.00,261.87
6,2012/6/9,22:21:03,525.00,10341.87,24.25,27.30,101368,24.49,0,0,0,0,0,13,32,238,0.05,0.12,0.93,-54.00,-381.00,-254.00,261.93
7,2012/6/9,22:21:04,525.00,10341.87,24.25,27.30,101366,24.33,0,0,0,0,0,13,32,241,0.05,0.12,0.94,-54.00,-380.00,-256.00,261.91
8,2012/6/9,22:21:05,525.00,10341.87,24.25,27.30,101370,23.99,0,0,0,0,0,15,31,240,0.06,0.12,0.94,-54.00,-379.00,-256.00,261.89
9,2012/6/9,22:21:06,525.00,10341.87,24.25,27.30,101370,23.83,0,0,0,0,0,15,30,239,0.06,0.12,0.93,-53.00,-379.00,-255.00,262.04
10,2012/6/9,22:21:07,525.00,10341.87,24.25,27.30,101366,23.66,0,0,0,0,0,13,32,240,0.05,0.12,0.94,-53.00,-379.00,-254.00,262.04
11,2012/6/9,22:21:08,525.00,10341.87,24.25,27.30,101368,23.74,0,0,0,0,0,13,32,241,0.05,0.12,0.94,-53.00,-376.00,-252.00,261.98
12,2012/6/9,22:21:09,525.00,10341.87,24.25,27.30,101373,23.91,0,0,0,0,0,12,32,238,0.05,0.12,0.93,-53.00,-380.00,-252.00,262.06
13,2012/6/9,22:21:10,525.00,10341.87,24.25,27.30,101366,23.24,0,1,0,0,0,13,32,240,0.05,0.12,0.94,-53.00,-379.00,-252.00,262.04
14,2012/6/9,22:21:11,524.00,10301.48,24.33,27.30,101367,23.74,0,0,0,0,0,13,31,240,0.05,0.12,0.94,-53.00,-380.00,-253.00,262.06
15,2012/6/9,22:21:12,526.00,10382.41,24.16,27.30,101358,23.99,0,0,0,0,0,15,31,240,0.06,0.12,0.94,-54.00,-380.00,-254.00,261.91
16,2012/6/9,22:21:13,526.00,10382.41,24.16,27.30,101370,23.91,0,0,0,0,0,13,32,240,0.05,0.12,0.94,-54.00,-382.00,-256.00,261.95
17,2012/6/9,22:21:14,524.00,10301.48,24.33,27.30,101367,23.33,0,0,0,0,0,14,31,240,0.05,0.12,0.94,-71.00,-360.00,-243.00,258.84
18,2012/6/9,22:21:15,525.00,10341.87,24.25,27.30,101369,23.41,0,0,0,0,0,15,32,238,0.06,0.12,0.93,-69.00,-361.00,-242.00,259.18
19,2012/6/9,22:21:16,525.00,10341.87,24.25,27.30,101365,23.24,0,0,0,0,0,15,32,241,0.06,0.12,0.94,-69.00,-358.00,-240.00,259.09
20,2012/6/9,22:21:17,525.00,10341.87,24.25,27.30,101365,23.83,0,0,0,0,0,14,33,240,0.05,0.13,0.94,-69.00,-359.00,-239.00,259.12
21,2012/6/9,22:21:18,525.00,10341.87,24.25,27.30,101369,23.41,0,0,0,0,0,12,32,239,0.05,0.12,0.93,-69.00,-360.00,-238.00,259.15
22,2012/6/9,22:21:19,525.00,10341.87,24.25,27.30,101370,23.83,0,0,0,0,0,14,32,239,0.05,0.12,0.93,-67.00,-359.00,-238.00,259.43
23,2012/6/9,22:21:20,525.00,10341.87,24.25,27.30,101364,24.08,0,1,0,0,0,13,33,241,0.05,0.13,0.94,-70.00,-360.00,-240.00,259.00
24,2012/6/9,22:21:21,525.00,10341.87,24.25,27.30,101367,23.41,0,0,0,0,0,14,32,238,0.05,0.12,0.93,-70.00,-361.00,-241.00,259.03
25,2012/6/9,22:21:22,525.00,10341.87,24.25,27.30,101363,24.08,0,0,0,0,0,13,32,239,0.05,0.12,0.93,-70.00,-361.00,-242.00,259.03
26,2012/6/9,22:21:23,525.00,10341.87,24.25,27.30,101372,23.74,0,0,0,0,0,13,32,242,0.05,0.12,0.94,-70.00,-360.00,-243.00,259.00
27,2012/6/9,22:21:24,526.00,10382.41,24.16,27.30,101368,23.66,0,0,0,0,0,13,32,241,0.05,0.12,0.94,-69.00,-359.00,-240.00,259.12
28,2012/6/9,22:21:25,525.00,10341.87,24.25,27.30,101372,23.41,0,0,0,0,0,13,32,240,0.05,0.12,0.94,-69.00,-360.00,-239.00,259.15
29,2012/6/9,22:21:26,525.00,10341.87,24.25,27.30,101369,23.74,0,0,0,0,0,14,31,239,0.05,0.12,0.93,-69.00,-358.00,-238.00,259.09
30,2012/6/9,22:21:27,524.00,10301.48,24.33,27.30,101359,23.99,0,0,0,0,0,13,32,240,0.05,0.12,0.94,-70.00,-362.00,-239.00,259.06
31,2012/6/9,22:21:28,525.00,10341.87,24.25,27.30,101368,23.99,0,0,0,0,0,15,32,241,0.06,0.12,0.94,-70.00,-361.00,-241.00,259.03
32,2012/6/9,22:21:29,525.00,10341.87,24.25,27.30,101374,23.33,0,0,0,0,1,13,33,239,0.05,0.13,0.93,-70.00,-363.00,-242.00,259.09
33,2012/6/9,22:21:30,525.00,10341.87,24.25,27.30,101361,23.24,0,1,0,0,0,13,33,240,0.05,0.13,0.94,-69.00,-362.00,-243.00,259.21
34,2012/6/9,22:21:31,524.00,10301.48,24.33,27.30,101365,24.08,0,0,0,0,0,13,33,240,0.05,0.13,0.94,-70.00,-361.00,-243.00,259.03
35,2012/6/9,22:21:32,526.00,10382.41,24.16,27.30,101368,22.74,0,0,0,0,0,15,32,240,0.06,0.12,0.94,-69.00,-359.00,-240.00,259.12
36,2012/6/9,22:21:33,525.00,10341.87,24.25,27.30,101379,22.91,0,0,0,0,0,13,33,242,0.05,0.13,0.94,-69.00,-360.00,-239.00,259.15
37,2012/6/9,22:21:34,525.00,10341.87,24.25,27.30,101371,22.66,0,0,0,0,0,14,33,237,0.05,0.13,0.92,-69.00,-359.00,-238.00,259.12
38,2012/6/9,22:21:35,525.00,10341.87,24.25,27.30,101372,22.66,0,0,0,0,0,13,32,238,0.05,0.12,0.93,-69.00,-360.00,-239.00,259.15
39,2012/6/9,22:21:36,525.00,10341.87,24.25,27.30,101372,23.49,0,0,0,0,0,14,32,239,0.05,0.12,0.93,-69.00,-361.00,-241.00,259.18
40,2012/6/9,22:21:37,526.00,10382.41,24.16,27.30,101369,23.33,0,0,0,0,0,13,32,240,0.05,0.12,0.94,-69.00,-363.00,-243.00,259.24
41,2012/6/9,22:21:38,525.00,10341.87,24.25,27.30,101371,22.82,0,0,0,0,0,13,32,239,0.05,0.12,0.93,-71.00,-363.00,-243.00,258.93
42,2012/6/9,22:21:39,525.00,10341.87,24.25,27.30,101373,22.99,0,0,0,0,0,14,31,240,0.05,0.12,0.94,-71.00,-362.00,-241.00,258.90
43,2012/6/9,22:21:40,524.00,10301.48,24.33,27.30,101369,23.49,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-71.00,-361.00,-240.00,258.87
44,2012/6/9,22:21:41,525.00,10341.87,24.25,27.30,101373,23.74,0,1,0,0,0,14,32,240,0.05,0.12,0.94,-70.00,-360.00,-239.00,259.00
45,2012/6/9,22:21:42,525.00,10341.87,24.25,27.30,101373,23.24,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-71.00,-362.00,-239.00,258.90
46,2012/6/9,22:21:43,525.00,10341.87,24.25,27.30,101376,23.74,0,0,0,0,0,12,32,240,0.05,0.12,0.94,-71.00,-364.00,-241.00,258.96
47,2012/6/9,22:21:44,524.00,10301.48,24.33,27.30,101367,23.08,0,0,0,0,0,13,33,239,0.05,0.13,0.93,-71.00,-364.00,-242.00,258.96
48,2012/6/9,22:21:45,525.00,10341.87,24.25,27.30,101375,22.66,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-71.00,-365.00,-243.00,258.99
49,2012/6/9,22:21:46,525.00,10341.87,24.25,27.30,101374,23.49,0,0,0,0,0,14,32,242,0.05,0.12,0.94,-71.00,-363.00,-243.00,258.93
50,2012/6/9,22:21:47,525.00,10341.87,24.25,27.30,101379,22.49,0,0,0,0,0,14,32,241,0.05,0.12,0.94,-71.00,-363.00,-240.00,258.93
51,2012/6/9,22:21:48,524.00,10301.48,24.33,27.30,101373,23.66,0,0,0,0,0,14,32,239,0.05,0.12,0.93,-71.00,-360.00,-239.00,258.84
52,2012/6/9,22:21:49,525.00,10341.87,24.25,27.30,101373,23.41,0,0,0,0,0,14,32,240,0.05,0.12,0.94,-71.00,-361.00,-238.00,258.87
