secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
3,2012/6/9,22:49:45,520.00,10141.55,24.68,25.60,101399,23.57,0,0,1,0,1,10,15,239,0.04,0.06,0.93,175.00,-147.00,-199.00,319.97
5,2012/6/9,22:49:47,521.00,10181.30,24.60,25.60,101409,24.98,0,0,0,0,0,8,25,242,0.03,0.10,0.94,157.00,-148.00,-189.00,316.69
7,2012/6/9,22:49:49,522.00,10221.20,24.51,25.60,101400,23.90,0,0,0,0,0,5,19,245,0.02,0.07,0.96,179.00,-149.00,-201.00,320.23
9,2012/6/9,22:49:51,523.00,10261.26,24.42,25.60,101409,23.57,0,0,0,0,0,9,27,241,0.04,0.11,0.94,180.00,-144.00,-203.00,321.34
11,2012/6/9,22:49:53,524.00,10301.48,24.33,25.60,101396,23.82,0,1,0,0,0,8,26,242,0.03,0.10,0.94,166.00,-145.00,-199.00,318.86
13,2012/6/9,22:49:55,525.00,10341.87,24.25,25.60,101403,23.48,0,0,0,0,0,8,26,241,0.03,0.10,0.94,165.00,-148.00,-196.00,318.11
15,2012/6/9,22:49:57,526.00,10382.41,24.16,25.60,101402,23.98,0,0,1,0,1,7,26,241,0.03,0.10,0.94,162.00,-149.00,-193.00,317.39
17,2012/6/9,22:49:59,527.00,10423.13,24.07,25.60,101398,23.98,0,0,0,0,0,6,27,241,0.02,0.11,0.94,162.00,-148.00,-195.00,317.59
19,2012/6/9,22:50:01,528.00,10464.00,23.98,25.60,101404,23.98,0,0,0,0,1,22,5,242,0.09,0.02,0.94,154.00,-151.00,-192.00,315.56
21,2012/6/9,22:50:03,529.00,10505.04,23.90,25.60,101402,23.65,0,1,0,0,1,7,25,241,0.03,0.10,0.94,159.00,-135.00,-214.00,319.67
23,2012/6/9,22:50:05,530.00,10546.25,23.81,25.60,101403,24.15,0,0,0,0,1,3,18,241,0.01,0.07,0.94,192.00,-140.00,-222.00,323.90
25,2012/6/9,22:50:07,530.00,10546.25,23.81,25.60,101398,24.57,0,0,1,1,1,6,29,241,0.02,0.11,0.94,156.00,-215.00,-218.00,305.96
27,2012/6/9,22:50:09,531.00,10587.62,23.72,25.60,101403,23.90,0,0,1,0,0,9,27,240,0.04,0.11,0.94,176.00,-174.00,-217.00,315.33
29,2012/6/9,22:50:11,532.00,10629.16,23.63,25.60,101395,24.07,0,0,1,0,1,4,39,240,0.02,0.15,0.94,171.00,-141.00,-222.00,320.49
31,2012/6/9,22:50:13,533.00,10670.88,23.55,25.70,101390,24.40,0,1,0,0,0,8,19,248,0.03,0.07,0.97,193.00,-143.00,-227.00,323.46
33,2012/6/9,22:50:15,533.00,10670.88,23.55,25.70,101406,24.57,0,0,0,0,1,7,22,244,0.03,0.09,0.95,178.00,-149.00,-225.00,320.07
