secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
3,2012/6/9,22:58:36,495.00,9196.88,26.90,28.00,101411,22.98,0,0,0,0,0,32,56,236,0.12,0.22,0.92,1083.00,-1742.00,1360.00,301.87
5,2012/6/9,22:58:38,495.00,9196.88,26.90,28.10,101410,23.57,0,1,0,0,0,33,56,235,0.13,0.22,0.92,1083.00,-1743.00,1291.00,301.85
7,2012/6/9,22:58:40,495.00,9196.88,26.90,28.10,101399,23.98,0,0,0,0,0,33,57,235,0.13,0.22,0.92,1082.00,-1744.00,1359.00,301.82
9,2012/6/9,22:58:42,495.00,9196.88,26.90,28.10,101404,23.23,0,0,0,0,0,33,56,236,0.13,0.22,0.92,1085.00,-1743.00,1360.00,301.90
11,2012/6/9,22:58:44,495.00,9196.88,26.90,28.10,101405,23.40,0,0,0,0,0,32,55,237,0.12,0.21,0.92,1086.00,-1743.00,1291.00,301.93
13,2012/6/9,22:58:46,495.00,9196.88,26.90,28.10,101406,22.98,0,0,0,0,0,32,56,237,0.12,0.22,0.92,1083.00,-1743.00,1290.00,301.85
15,2012/6/9,22:58:48,495.00,9196.88,26.90,28.10,101406,23.32,0,1,0,0,0,33,55,236,0.13,0.21,0.92,1084.00,-1741.00,1359.00,301.91
17,2012/6/9,22:58:50,495.00,9196.88,26.90,28.10,101408,23.65,0,0,0,0,0,32,56,234,0.12,0.22,0.91,1085.00,-1742.00,1361.00,301.92
19,2012/6/9,22:58:52,495.00,9196.88,26.90,28.10,101408,22.90,0,0,0,0,0,32,56,236,0.12,0.22,0.92,1087.00,-1743.00,1360.00,301.95
21,2012/6/9,22:58:54,495.00,9196.88,26.90,28.10,101423,23.07,0,0,0,0,0,32,56,236,0.12,0.22,0.92,1082.00,-1743.00,1359.00,301.83
23,2012/6/9,22:58:56,495.00,9196.88,26.90,28.10,101397,23.15,0,0,0,0,0,33,56,234,0.13,0.22,0.91,1085.00,-1741.00,1359.00,301.93
25,2012/6/9,22:58:58,495.00,9196.88,26.90,28.20,101411,22.82,0,1,0,0,0,32,56,234,0.12,0.22,0.91,1083.00,-1741.00,1359.00,301.88
27,2012/6/9,22:59:00,495.00,9196.88,26.90,28.20,101407,23.32,0,0,0,0,0,33,55,237,0.13,0.21,0.92,1083.00,-1742.00,1359.00,301.87
29,2012/6/9,22:59:02,495.00,9196.88,26.90,28.20,101397,23.23,0,0,0,0,0,32,55,237,0.12,0.21,0.92,1081.00,-1742.00,1358.00,301.82
31,2012/6/9,22:59:04,495.00,9196.88,26.90,28.20,101405,22.73,0,0,0,0,0,33,56,237,0.13,0.22,0.92,1085.00,-1741.00,1358.00,301.93
33,2012/6/9,22:59:06,495.00,9196.88,26.90,28.20,101409,23.07,0,0,0,0,0,33,56,235,0.13,0.22,0.92,1082.00,-1741.00,1358.00,301.86
35,2012/6/9,22:59:08,495.00,9196.88,26.90,28.20,101414,22.57,0,0,0,0,0,33,56,237,0.13,0.22,0.92,1083.00,-1741.00,1290.00,301.88
37,2012/6/9,22:59:10,495.00,9196.88,26.90,28.20,101404,23.98,0,1,0,0,0,32,56,236,0.12,0.22,0.92,1083.00,-1739.00,1359.00,301.91
39,2012/6/9,22:59:12,495.00,9196.88,26.90,28.20,101417,22.65,0,0,0,0,0,32,56,236,0.12,0.22,0.92,1083.00,-1739.00,1290.00,301.91
41,2012/6/9,22:59:14,495.00,9196.88,26.90,28.20,101410,22.73,0,0,0,0,0,33,55,238,0.13,0.21,0.93,1083.00,-1741.00,1358.00,301.88
43,2012/6/9,22:59:16,495.00,9196.88,26.90,28.30,101412,22.82,0,0,0,0,0,34,56,235,0.13,0.22,0.92,1082.00,-1742.00,1357.00,301.85
45,2012/6/9,22:59:18,495.00,9196.88,26.90,28.20,101408,23.07,0,0,0,0,0,33,56,235,0.13,0.22,0.92,1084.00,-1740.00,1358.00,301.92
47,2012/6/9,22:59:20,495.00,9196.88,26.90,28.30,101411,23.82,0,1,0,0,0,33,56,235,0.13,0.22,0.92,1082.00,-1741.00,1358.00,301.86
49,2012/6/9,22:59:22,495.00,9196.88,26.90,28.30,101407,23.23,0,0,0,0,0,33,56,237,0.13,0.22,0.92,1082.00,-1740.00,1289.00,301.87
51,2012/6/9,22:59:24,496.00,9232.94,26.81,28.30,101409,23.40,0,0,0,0,0,33,57,234,0.13,0.22,0.91,1083.00,-1740.00,1289.00,301.90
53,2012/6/9,22:59:26,496.00,9232.94,26.81,28.30,101407,23.23,0,0,0,0,0,33,56,237,0.13,0.22,0.92,1082.00,-1740.00,1290.00,301.87
55,2012/6/9,22:59:28,496.00,9232.94,26.81,28.30,101411,22.90,0,0,0,0,0,33,55,236,0.13,0.21,0.92,1083.00,-1738.00,1289.00,301.93
57,2012/6/9,22:59:30,496.00,9232.94,26.81,28.30,101402,23.32,0,1,0,0,0,32,56,236,0.12,0.22,0.92,1081.00,-1740.00,1357.00,301.85
59,2012/6/9,22:59:32,496.00,9232.94,26.81,28.30,101410,22.90,0,0,0,0,0,32,56,237,0.12,0.22,0.92,1082.00,-1739.00,1358.00,301.89
61,2012/6/9,22:59:34,496.00,9232.94,26.81,28.30,101409,23.40,0,0,0,0,0,33,56,236,0.13,0.22,0.92,1080.00,-1739.00,1357.00,301.84
63,2012/6/9,22:59:36,496.00,9232.94,26.81,28.30,101413,23.23,0,0,0,0,0,33,55,235,0.13,0.21,0.92,1082.00,-1739.00,1288.00,301.89
65,2012/6/9,22:59:38,496.00,9232.94,26.81,28.30,101407,22.90,0,0,0,0,0,32,57,235,0.12,0.22,0.92,1082.00,-1738.00,1357.00,301.90
67,2012/6/9,22:59:40,496.00,9232.94,26.81,28.40,101412,22.90,0,0,0,0,0,32,56,235,0.12,0.22,0.92,1081.00,-1739.00,1357.00,301.87
69,2012/6/9,22:59:42,496.00,9232.94,26.81,28.40,101416,22.65,0,1,0,0,0,33,56,236,0.13,0.22,0.92,1078.00,-1738.00,1357.00,301.81
71,2012/6/9,22:59:44,496.00,9232.94,26.81,28.40,101414,22.90,0,0,0,0,0,33,55,236,0.13,0.21,0.92,1080.00,-1738.00,1356.00,301.86
73,2012/6/9,22:59:46,496.00,9232.94,26.81,28.40,101414,22.90,0,0,0,0,0,-10,36,240,-0.04,0.14,0.94,1026.00,-1660.00,1371.00,301.72
75,2012/6/9,22:59:48,496.00,9232.94,26.81,28.40,101409,22.73,0,0,1,0,1,-8,11,244,-0.03,0.04,0.95,1028.00,-1662.00,1383.00,301.74
77,2012/6/9,22:59:50,496.00,9232.94,26.81,28.40,101420,22.57,0,0,1,0,1,-10,16,234,-0.04,0.06,0.91,1042.00,-1670.00,1380.00,301.96
79,2012/6/9,22:59:52,497.00,9269.14,26.72,28.40,101412,22.73,0,1,0,0,0,-31,36,231,-0.12,0.14,0.90,999.00,-1641.00,1314.00,301.33
81,2012/6/9,22:59:54,497.00,9269.14,26.72,28.40,101415,22.90,0,0,0,0,1,-20,28,237,-0.08,0.11,0.92,1018.00,-1670.00,1401.00,301.37
83,2012/6/9,22:59:56,497.00,9269.14,26.72,28.40,101410,23.23,0,0,0,0,0,-18,26,237,-0.07,0.10,0.92,921.00,-1468.00,1489.00,302.10
85,2012/6/9,22:59:58,497.00,9269.14,26.72,28.40,101411,22.82,0,0,0,0,1,-22,22,239,-0.09,0.09,0.93,942.00,-1833.00,1428.00,297.20
