secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
3,2012/6/10,12:55:41,399.00,6272.74,35.88,39.60,100274,24.34,0,0,0,0,0,4,5,246,0.02,0.02,0.96,-249.00,-728.00,-355.00,251.12
5,2012/6/10,12:55:43,399.00,6272.74,35.88,39.60,100260,24.17,0,1,0,0,0,-8,10,237,-0.03,0.04,0.92,-251.00,-728.00,-354.00,250.98
7,2012/6/10,12:55:45,401.00,6324.45,35.68,39.70,100266,24.00,0,0,0,0,0,16,35,204,0.06,0.14,0.80,-251.00,-728.00,-354.00,250.98
9,2012/6/10,12:55:47,401.00,6324.45,35.68,39.70,100268,24.25,0,0,0,0,0,22,8,233,0.09,0.03,0.91,-259.00,-730.00,-352.00,250.47
11,2012/6/10,12:55:49,401.00,6324.45,35.68,39.70,100272,24.34,0,0,0,0,0,0,-3,233,0.00,-0.01,0.91,-252.00,-723.00,-353.00,250.78
13,2012/6/10,12:55:51,402.00,6350.43,35.58,39.70,100271,24.25,0,0,0,0,0,4,21,247,0.02,0.08,0.96,-261.00,-729.00,-354.00,250.30
15,2012/6/10,12:55:53,402.00,6350.43,35.58,39.70,100276,23.92,0,1,0,0,0,14,35,229,0.05,0.14,0.89,-254.00,-727.00,-353.00,250.74
17,2012/6/10,12:55:55,400.00,6298.56,35.78,39.70,100275,23.83,0,0,0,0,0,-11,8,243,-0.04,0.03,0.95,-248.00,-728.00,-355.00,251.19
19,2012/6/10,12:55:57,398.00,6247.01,35.98,39.70,100275,23.92,0,0,0,0,0,4,8,241,0.02,0.03,0.94,-253.00,-727.00,-354.00,250.81
21,2012/6/10,12:55:59,399.00,6272.74,35.88,39.70,100275,24.50,0,0,0,0,0,8,4,239,0.03,0.02,0.93,-255.00,-724.00,-351.00,250.60
23,2012/6/10,12:56:01,401.00,6324.45,35.68,39.70,100269,24.42,0,0,0,0,0,5,1,233,0.02,0.00,0.91,-251.00,-725.00,-353.00,250.90
25,2012/6/10,12:56:03,402.00,6350.43,35.58,39.80,100270,24.34,0,0,0,0,0,3,9,237,0.01,0.04,0.92,-252.00,-726.00,-352.00,250.86
27,2012/6/10,12:56:05,403.00,6376.50,35.48,39.80,100272,24.25,0,1,0,0,0,3,8,237,0.01,0.03,0.92,-251.00,-725.00,-352.00,250.90
29,2012/6/10,12:56:07,403.00,6376.50,35.48,39.80,100272,24.08,0,0,0,0,0,1,8,235,0.00,0.03,0.92,-251.00,-727.00,-353.00,250.95
31,2012/6/10,12:56:09,403.00,6376.50,35.48,39.80,100267,24.50,0,0,0,0,0,4,6,234,0.02,0.02,0.91,-251.00,-726.00,-352.00,250.93
33,2012/6/10,12:56:11,404.00,6402.65,35.38,39.80,100272,24.17,0,0,0,0,0,3,7,236,0.01,0.03,0.92,-251.00,-725.00,-353.00,250.90
35,2012/6/10,12:56:13,404.00,6402.65,35.38,39.80,100271,24.84,0,0,0,0,0,2,9,238,0.01,0.04,0.93,-251.00,-727.00,-353.00,250.95
37,2012/6/10,12:56:15,404.00,6402.65,35.38,39.80,100275,24.08,0,1,0,0,0,3,8,236,0.01,0.03,0.92,-252.00,-726.00,-353.00,250.86
39,2012/6/10,12:56:17,404.00,6402.65,35.38,39.80,100277,24.42,0,0,0,0,0,3,7,236,0.01,0.03,0.92,-253.00,-727.00,-353.00,250.81
41,2012/6/10,12:56:19,401.00,6324.45,35.68,39.90,100269,24.59,0,0,0,0,0,3,7,239,0.01,0.03,0.93,-252.00,-726.00,-353.00,250.86
43,2012/6/10,12:56:21,398.00,6247.01,35.98,39.90,100267,24.42,0,0,0,0,0,3,7,236,0.01,0.03,0.92,-252.00,-726.00,-353.00,250.86
45,2012/6/10,12:56:23,395.00,6170.30,36.28,39.90,100271,24.59,0,0,0,0,0,3,6,237,0.01,0.02,0.92,-253.00,-726.00,-353.00,250.79
47,2012/6/10,12:56:25,393.00,6119.57,36.48,39.90,100265,25.35,0,1,0,0,0,4,6,237,0.02,0.02,0.92,-254.00,-726.00,-353.00,250.72
49,2012/6/10,12:56:27,392.00,6094.33,36.58,39.90,100273,24.08,0,0,0,0,0,0,9,238,0.00,0.04,0.93,-250.00,-726.00,-354.00,251.00
51,2012/6/10,12:56:29,393.00,6119.57,36.48,39.90,100276,24.50,0,0,0,0,0,2,8,237,0.01,0.03,0.92,-251.00,-726.00,-353.00,250.93
53,2012/6/10,12:56:31,396.00,6195.79,36.18,39.90,100271,24.50,0,0,0,0,0,3,8,238,0.01,0.03,0.93,-250.00,-727.00,-354.00,251.02
55,2012/6/10,12:56:33,399.00,6272.74,35.88,39.90,100273,24.59,0,0,0,0,0,2,9,236,0.01,0.04,0.92,-250.00,-727.00,-353.00,251.02
57,2012/6/10,12:56:35,402.00,6350.43,35.58,40.00,100274,23.83,0,0,0,0,0,2,8,236,0.01,0.03,0.92,-251.00,-726.00,-353.00,250.93
59,2012/6/10,12:56:37,404.00,6402.65,35.38,40.00,100277,24.17,0,1,0,0,0,2,8,237,0.01,0.03,0.92,-250.00,-725.00,-354.00,250.97
61,2012/6/10,12:56:39,403.00,6376.50,35.48,40.00,100269,24.59,0,0,0,0,0,1,9,237,0.00,0.04,0.92,-252.00,-726.00,-353.00,250.86
63,2012/6/10,12:56:41,399.00,6272.74,35.88,40.00,100272,23.66,0,0,0,0,0,2,8,238,0.01,0.03,0.93,-250.00,-725.00,-353.00,250.97
