secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
10,2012/6/10,15:46:54,1000.00,426521.71,-40.82,3.80,6994,66.23,0,1,0,0,0,1,-30,243,0.00,-0.12,0.95,-77.00,-552.00,783.00,262.06
12,2012/6/10,15:46:56,1000.00,426521.71,-40.82,3.80,6990,63.82,0,0,0,0,0,1,-27,233,0.00,-0.11,0.91,-75.00,-573.00,789.00,262.54
14,2012/6/10,15:46:58,1000.00,426521.71,-40.82,3.80,6982,75.90,0,0,0,0,0,1,-29,239,0.00,-0.11,0.93,-39.00,-530.00,781.00,265.79
16,2012/6/10,15:47:00,1001.00,446355.03,-41.44,3.80,6976,79.53,0,0,0,0,0,0,-31,247,0.00,-0.12,0.96,-23.00,-549.00,786.00,267.60
18,2012/6/10,15:47:02,1001.00,446355.03,-41.44,3.80,6959,91.64,0,0,0,0,0,0,-29,245,0.00,-0.11,0.96,-22.00,-493.00,784.00,267.44
20,2012/6/10,15:47:04,1000.00,426521.71,-40.82,3.80,6961,95.27,0,1,0,0,0,1,-27,235,0.00,-0.11,0.92,-10.00,-511.00,786.00,268.88
22,2012/6/10,15:47:06,999.00,408341.50,-40.22,3.80,6955,107.39,0,0,0,0,0,1,-31,244,0.00,-0.12,0.95,-4.00,-504.00,787.00,269.55
24,2012/6/10,15:47:08,998.00,391616.06,-39.64,3.80,6956,118.32,0,0,0,0,0,0,-30,245,0.00,-0.12,0.96,-12.00,-529.00,786.00,268.70
26,2012/6/10,15:47:10,997.00,376175.90,-39.09,3.80,6946,124.39,0,0,0,0,0,1,-29,239,0.00,-0.11,0.93,-22.00,-539.00,784.00,267.66
28,2012/6/10,15:47:12,995.00,348605.84,-38.03,3.80,6939,138.98,0,0,0,0,0,2,-28,238,0.01,-0.11,0.93,-35.00,-552.00,784.00,266.37
30,2012/6/10,15:47:14,995.00,348605.84,-38.03,3.80,6928,135.33,0,1,0,0,0,1,-29,240,0.00,-0.11,0.94,-42.00,-544.00,782.00,265.59
32,2012/6/10,15:47:16,996.00,361880.03,-38.55,3.80,6921,141.41,0,0,0,0,0,1,-29,245,0.00,-0.11,0.96,-52.00,-552.00,783.00,264.62
34,2012/6/10,15:47:18,996.00,361880.03,-38.55,3.80,6918,151.15,0,0,0,0,0,0,-30,248,0.00,-0.12,0.97,-44.00,-541.00,781.00,265.35
36,2012/6/10,15:47:20,996.00,361880.03,-38.55,3.80,6907,159.68,0,0,0,0,0,1,-29,239,0.00,-0.11,0.93,-50.00,-539.00,781.00,264.70
38,2012/6/10,15:47:22,996.00,361880.03,-38.55,3.80,6902,175.54,0,0,0,0,0,1,-28,234,0.00,-0.11,0.91,-37.00,-526.00,780.00,265.98
40,2012/6/10,15:47:24,995.00,348605.84,-38.03,3.80,6901,180.43,0,1,0,0,0,1,-28,243,0.00,-0.11,0.95,-22.00,-547.00,786.00,267.70
42,2012/6/10,15:47:26,994.00,336246.28,-37.52,3.80,6893,169.44,0,0,0,0,0,0,-31,252,0.00,-0.12,0.98,-39.00,-536.00,781.00,265.84
44,2012/6/10,15:47:28,994.00,336246.28,-37.52,3.80,6884,191.43,0,0,0,0,0,1,-29,242,0.00,-0.11,0.94,-37.00,-576.00,790.00,266.32
46,2012/6/10,15:47:30,994.00,336246.28,-37.52,3.80,6881,198.77,0,0,0,0,0,1,-29,238,0.00,-0.11,0.93,-63.00,-543.00,781.00,263.38
48,2012/6/10,15:47:32,994.00,336246.28,-37.52,3.80,6862,213.46,0,0,0,0,0,1,-29,244,0.00,-0.11,0.95,-60.00,-565.00,785.00,263.94
50,2012/6/10,15:47:34,995.00,348605.84,-38.03,3.80,6858,217.14,0,1,0,0,0,1,-28,245,0.00,-0.11,0.96,-61.00,-535.00,780.00,263.50
52,2012/6/10,15:47:36,996.00,361880.03,-38.55,3.80,6853,235.54,0,0,0,0,0,1,-29,240,0.00,-0.11,0.94,-60.00,-550.00,782.00,263.77
54,2012/6/10,15:47:38,997.00,376175.90,-39.09,3.80,6846,233.09,0,0,0,0,0,0,-28,238,0.00,-0.11,0.93,-61.00,-531.00,779.00,263.45
56,2012/6/10,15:47:40,997.00,376175.90,-39.09,3.80,6839,242.91,0,0,0,0,0,1,-30,244,0.00,-0.12,0.95,-64.00,-569.00,787.00,263.58
58,2012/6/10,15:47:42,996.00,361880.03,-38.55,3.80,6845,257.67,0,0,0,0,0,1,-29,247,0.00,-0.11,0.96,-88.00,-538.00,781.00,260.71
60,2012/6/10,15:47:44,996.00,361880.03,-38.55,3.90,6832,256.44,0,1,0,0,0,1,-29,242,0.00,-0.11,0.94,-108.00,-576.00,794.00,259.38
62,2012/6/10,15:47:46,997.00,376175.90,-39.09,3.80,6820,267.52,0,0,0,0,0,1,-28,238,0.00,-0.11,0.93,-118.00,-537.00,786.00,257.61
64,2012/6/10,15:47:48,998.00,391616.06,-39.64,3.80,6821,272.45,0,0,0,0,0,1,-28,243,0.00,-0.11,0.95,-128.00,-553.00,792.00,256.97
66,2012/6/10,15:47:50,999.00,408341.50,-40.22,3.80,6802,283.55,0,0,0,0,0,1,-30,246,0.00,-0.12,0.96,-109.00,-529.00,783.00,258.36
68,2012/6/10,15:47:52,999.00,408341.50,-40.22,3.90,6804,284.78,0,0,0,0,0,1,-29,238,0.00,-0.11,0.93,-92.00,-554.00,785.00,260.57
70,2012/6/10,15:47:54,1000.00,426521.71,-40.82,3.80,6791,302.07,0,1,0,0,0,1,-29,241,0.00,-0.11,0.94,-58.00,-538.00,781.00,263.85
72,2012/6/10,15:47:56,1001.00,446355.03,-41.44,3.90,6786,310.73,0,0,0,0,0,1,-29,239,0.00,-0.11,0.93,-33.00,-545.00,783.00,266.53
74,2012/6/10,15:47:58,1001.00,446355.03,-41.44,3.90,6780,321.86,0,0,0,0,0,0,-28,244,0.00,-0.11,0.95,-29.00,-524.00,782.00,266.83
76,2012/6/10,15:48:00,1001.00,446355.03,-41.44,3.80,6770,330.54,0,0,0,0,0,0,-30,246,0.00,-0.12,0.96,-22.00,-539.00,784.00,267.66
78,2012/6/10,15:48:02,1001.00,446355.03,-41.44,3.90,6763,341.70,0,0,0,0,0,1,-29,242,0.00,-0.11,0.94,-30.00,-530.00,782.00,266.76
80,2012/6/10,15:48:04,1000.00,426521.71,-40.82,3.90,6761,354.11,0,1,0,0,0,1,-28,232,0.00,-0.11,0.90,-20.00,-546.00,786.00,267.90
82,2012/6/10,15:48:06,999.00,408341.50,-40.22,3.80,6753,349.14,0,0,0,0,0,0,-29,243,0.00,-0.11,0.95,-49.00,-543.00,781.00,264.84
84,2012/6/10,15:48:08,999.00,408341.50,-40.22,3.90,6752,361.57,0,0,0,0,0,0,-29,245,0.00,-0.11,0.96,-14.00,-536.00,786.00,268.50
86,2012/6/10,15:48:10,997.00,376175.90,-39.09,3.80,6745,382.72,0,0,0,0,0,0,-30,244,0.00,-0.12,0.95,-27.00,-531.00,782.00,267.09
88,2012/6/10,15:48:12,997.00,376175.90,-39.09,3.80,6742,369.03,0,0,0,0,0,0,-28,239,0.00,-0.11,0.93,-2.00,-499.00,789.00,269.77
90,2012/6/10,15:48:14,996.00,361880.03,-38.55,3.80,6723,407.66,0,1,0,0,0,0,-29,241,0.00,-0.11,0.94,-13.00,-474.00,789.00,268.43
92,2012/6/10,15:48:16,996.00,361880.03,-38.55,3.90,6719,392.69,0,0,0,0,0,1,-30,243,0.00,-0.12,0.95,-6.00,-451.00,797.00,269.24
94,2012/6/10,15:48:18,996.00,361880.03,-38.55,3.90,6713,406.41,0,0,0,0,0,0,-28,241,0.00,-0.11,0.94,-17.00,-447.00,796.00,267.82
96,2012/6/10,15:48:20,996.00,361880.03,-38.55,3.90,6701,420.16,0,0,0,0,0,1,-28,242,0.00,-0.11,0.94,0.00,-449.00,801.00,270.00
98,2012/6/10,15:48:22,997.00,376175.90,-39.09,3.90,6710,417.66,0,0,0,0,0,1,-30,243,0.00,-0.12,0.95,4.00,-475.00,795.00,270.48
100,2012/6/10,15:48:24,996.00,361880.03,-38.55,3.90,6694,423.91,0,1,0,0,0,1,-29,236,0.00,-0.11,0.92,6.00,-514.00,790.00,270.67
102,2012/6/10,15:48:26,995.00,348605.84,-38.03,3.90,6678,435.17,0,0,0,0,0,0,-29,241,0.00,-0.11,0.94,-21.00,-525.00,783.00,267.71
104,2012/6/10,15:48:28,994.00,336246.28,-37.52,3.90,6674,452.71,0,0,0,0,0,0,-29,245,0.00,-0.11,0.96,-26.00,-536.00,783.00,267.22
106,2012/6/10,15:48:30,994.00,336246.28,-37.52,3.90,6674,453.97,0,0,0,0,0,0,-31,249,0.00,-0.12,0.97,-32.00,-521.00,781.00,266.49
108,2012/6/10,15:48:32,994.00,336246.28,-37.52,3.90,6670,452.71,0,0,0,0,0,1,-29,236,0.00,-0.11,0.92,-31.00,-516.00,781.00,266.56
110,2012/6/10,15:48:34,994.00,336246.28,-37.52,3.90,6662,476.57,0,0,0,0,0,1,-28,239,0.00,-0.11,0.93,-6.00,-497.00,788.00,269.31
