secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
6,2012/6/10,14:38:58,853.00,49223.12,-7.02,27.80,40550,35.38,0,1,0,0,0,0,-27,238,0.00,-0.11,0.93,-91.00,-488.00,691.00,259.44
8,2012/6/10,14:39:00,857.00,50645.59,-7.53,27.80,40524,38.09,0,0,0,0,0,0,-28,238,0.00,-0.11,0.93,-120.00,-474.00,696.00,255.79
10,2012/6/10,14:39:02,861.00,52138.34,-8.04,27.80,40506,42.05,0,0,0,0,0,0,-29,239,0.00,-0.11,0.93,-152.00,-426.00,705.00,250.36
12,2012/6/10,14:39:04,862.00,52523.10,-8.17,27.70,40479,48.31,0,0,0,0,0,1,-28,238,0.00,-0.11,0.93,-149.00,-360.00,719.00,247.52
14,2012/6/10,14:39:06,862.00,52523.10,-8.17,27.70,40465,53.53,0,0,0,0,0,0,-29,236,0.00,-0.11,0.92,-69.00,-335.00,718.00,258.36
16,2012/6/10,14:39:08,860.00,51758.28,-7.91,27.70,40438,58.33,0,1,0,0,0,0,-28,234,0.00,-0.11,0.91,4.00,-392.00,706.00,270.58
18,2012/6/10,14:39:10,857.00,50645.59,-7.53,27.70,40425,61.68,0,0,0,0,0,-1,-28,235,-0.00,-0.11,0.92,-7.00,-466.00,690.00,269.14
20,2012/6/10,14:39:12,856.00,50283.58,-7.40,27.70,40407,63.98,0,0,0,0,0,0,-29,241,0.00,-0.11,0.94,-43.00,-491.00,688.00,265.00
22,2012/6/10,14:39:14,856.00,50283.58,-7.40,27.70,40387,69.20,0,0,0,0,0,0,-29,240,0.00,-0.11,0.94,-61.00,-490.00,688.00,262.90
24,2012/6/10,14:39:16,856.00,50283.58,-7.40,27.70,40366,74.02,0,0,0,0,0,-1,-28,238,-0.00,-0.11,0.93,-47.00,-491.00,688.00,264.53
26,2012/6/10,14:39:18,855.00,49925.89,-7.27,27.70,40341,78.62,0,1,0,0,0,0,-28,236,0.00,-0.11,0.92,-21.00,-475.00,688.00,267.47
