secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
8,2012/6/10,15:10:57,1006.00,580520.37,-44.95,13.10,18394,57.24,0,1,0,0,0,1,-30,242,0.00,-0.12,0.94,-23.00,-511.00,747.00,267.42
10,2012/6/10,15:10:59,1005.00,547724.00,-44.19,13.10,18374,69.64,0,0,0,0,0,0,-28,241,0.00,-0.11,0.94,-47.00,-532.00,747.00,264.95
12,2012/6/10,15:11:01,1005.00,547724.00,-44.19,13.10,18363,77.46,0,0,0,0,0,2,-29,236,0.01,-0.11,0.92,-97.00,-536.00,751.00,259.74
14,2012/6/10,15:11:03,1006.00,580520.37,-44.95,13.10,18336,84.36,0,0,0,0,0,0,-30,244,0.00,-0.12,0.95,-179.00,-449.00,774.00,248.26
16,2012/6/10,15:11:05,1005.00,547724.00,-44.19,13.00,18324,91.27,0,0,0,0,0,0,-30,245,0.00,-0.12,0.96,-148.00,-379.00,783.00,248.67
18,2012/6/10,15:11:07,1005.00,547724.00,-44.19,13.00,18293,104.18,0,1,0,0,0,0,-29,238,0.00,-0.11,0.93,-47.00,-377.00,777.00,262.89
20,2012/6/10,15:11:09,1004.00,518379.59,-43.45,13.00,18280,112.95,0,0,0,0,0,0,-26,233,0.00,-0.10,0.91,-15.00,-411.00,767.00,267.91
22,2012/6/10,15:11:11,1005.00,547724.00,-44.19,13.00,18249,122.65,0,0,0,0,0,0,-27,232,0.00,-0.11,0.90,-2.00,-481.00,752.00,269.76
24,2012/6/10,15:11:13,1006.00,580520.37,-44.95,13.00,18247,130.04,0,0,0,0,0,1,-30,248,0.00,-0.12,0.97,0.00,-489.00,752.00,270.00
26,2012/6/10,15:11:15,1006.00,580520.37,-44.95,13.00,18230,133.28,0,0,0,0,0,0,-31,248,0.00,-0.12,0.97,-12.00,-525.00,751.00,268.69
28,2012/6/10,15:11:17,1006.00,580520.37,-44.95,12.90,18211,145.77,0,1,0,0,0,0,-29,236,0.00,-0.11,0.92,10.00,-504.00,755.00,271.14
30,2012/6/10,15:11:19,1007.00,617415.62,-45.76,12.90,18188,150.41,0,0,0,0,0,0,-28,233,0.00,-0.11,0.91,10.00,-483.00,756.00,271.19
32,2012/6/10,15:11:21,1007.00,617415.62,-45.76,12.90,18176,160.61,0,0,0,0,0,0,-30,248,0.00,-0.12,0.97,-33.00,-395.00,769.00,265.22
34,2012/6/10,15:11:23,1006.00,580520.37,-44.95,12.90,18157,169.89,0,0,0,0,0,1,-29,239,0.00,-0.11,0.93,-107.00,-373.00,777.00,253.99
36,2012/6/10,15:11:25,1006.00,580520.37,-44.95,12.90,18137,177.32,0,0,0,0,0,0,-30,242,0.00,-0.12,0.94,-163.00,-435.00,771.00,249.46
38,2012/6/10,15:11:27,1005.00,547724.00,-44.19,12.90,18133,184.75,0,1,0,0,0,0,-30,244,0.00,-0.12,0.95,-125.00,-521.00,757.00,256.51
40,2012/6/10,15:11:29,1005.00,547724.00,-44.19,12.80,18103,191.73,0,0,0,0,0,0,-30,244,0.00,-0.12,0.95,-36.00,-527.00,748.00,266.09
42,2012/6/10,15:11:31,1005.00,547724.00,-44.19,12.80,18091,200.10,0,0,0,0,0,1,-28,238,0.00,-0.11,0.93,-6.00,-518.00,752.00,269.34
44,2012/6/10,15:11:33,1005.00,547724.00,-44.19,12.80,18072,205.69,0,0,0,0,0,0,-29,236,0.00,-0.11,0.92,-15.00,-522.00,750.00,268.35
46,2012/6/10,15:11:35,1005.00,547724.00,-44.19,12.80,18060,214.55,0,0,0,0,0,0,-30,243,0.00,-0.12,0.95,-72.00,-527.00,747.00,262.22
48,2012/6/10,15:11:37,1005.00,547724.00,-44.19,12.80,18052,219.21,0,1,0,0,0,1,-30,249,0.00,-0.12,0.97,-127.00,-519.00,757.00,256.25
50,2012/6/10,15:11:39,1006.00,580520.37,-44.95,12.70,18024,228.07,0,0,0,0,0,0,-28,238,0.00,-0.11,0.93,-154.00,-442.00,766.00,250.79
52,2012/6/10,15:11:41,1006.00,580520.37,-44.95,12.70,18014,236.95,0,0,0,0,0,0,-28,234,0.00,-0.11,0.91,-178.00,-403.00,786.00,246.17
54,2012/6/10,15:11:43,1006.00,580520.37,-44.95,12.70,17985,245.36,0,0,0,0,0,1,-30,240,0.00,-0.12,0.94,-146.00,-394.00,777.00,249.67
56,2012/6/10,15:11:45,1005.00,547724.00,-44.19,12.70,17974,255.65,0,0,0,0,0,0,-30,245,0.00,-0.12,0.96,-175.00,-383.00,794.00,245.44
58,2012/6/10,15:11:47,1005.00,547724.00,-44.19,12.70,17966,257.99,0,1,0,0,0,0,-30,244,0.00,-0.12,0.95,-165.00,-417.00,775.00,248.41
60,2012/6/10,15:11:49,1004.00,518379.59,-43.45,12.70,17940,269.70,0,0,0,0,0,1,-27,232,0.00,-0.11,0.90,-184.00,-471.00,777.00,248.66
62,2012/6/10,15:11:51,1004.00,518379.59,-43.45,12.60,17928,275.80,0,0,0,0,0,-1,-28,237,-0.00,-0.11,0.92,-142.00,-496.00,760.00,254.02
64,2012/6/10,15:11:53,1005.00,547724.00,-44.19,12.60,17919,280.96,0,0,0,0,0,1,-30,244,0.00,-0.12,0.95,-78.00,-541.00,752.00,261.80
66,2012/6/10,15:11:55,1006.00,580520.37,-44.95,12.60,17899,284.71,0,0,0,0,0,-1,-31,248,-0.00,-0.12,0.97,-50.00,-519.00,747.00,264.50
68,2012/6/10,15:11:57,1006.00,580520.37,-44.95,12.60,17881,296.92,0,0,0,0,0,0,-28,237,0.00,-0.11,0.92,-2.00,-495.00,753.00,269.77
70,2012/6/10,15:11:59,1006.00,580520.37,-44.95,12.60,17866,304.91,0,1,0,0,0,1,-28,235,0.00,-0.11,0.92,-12.00,-471.00,752.00,268.54
72,2012/6/10,15:12:01,1006.00,580520.37,-44.95,12.60,17850,310.09,0,0,0,0,0,0,-30,244,0.00,-0.12,0.95,10.00,-443.00,765.00,271.29
74,2012/6/10,15:12:03,1006.00,580520.37,-44.95,12.50,17824,318.56,0,0,0,0,0,0,-29,242,0.00,-0.11,0.94,-3.00,-444.00,760.00,269.61
76,2012/6/10,15:12:05,1007.00,617415.62,-45.76,12.50,17808,328.92,0,0,0,0,0,1,-29,239,0.00,-0.11,0.93,16.00,-446.00,767.00,272.05
78,2012/6/10,15:12:07,1007.00,617415.62,-45.76,12.50,17796,337.41,0,0,0,0,0,1,-30,238,0.00,-0.12,0.93,-3.00,-463.00,756.00,269.63
80,2012/6/10,15:12:09,1006.00,580520.37,-44.95,12.50,17769,348.27,0,1,0,0,0,1,-28,230,0.00,-0.11,0.90,10.00,-446.00,764.00,271.28
82,2012/6/10,15:12:11,1006.00,580520.37,-44.95,12.50,17774,345.91,0,0,0,0,0,0,-28,236,0.00,-0.11,0.92,0.00,-457.00,759.00,270.00
84,2012/6/10,15:12:13,1005.00,547724.00,-44.19,12.50,17751,356.77,0,0,0,0,0,0,-29,245,0.00,-0.11,0.96,6.00,-443.00,764.00,270.78
86,2012/6/10,15:12:15,1004.00,518379.59,-43.45,12.50,17744,362.92,0,0,0,0,0,-1,-31,249,-0.00,-0.12,0.97,-3.00,-460.00,757.00,269.63
