secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
3,2012/6/10,13:32:50,384.00,5895.21,37.39,44.80,100266,23.24,0,0,0,0,0,8,26,231,0.03,0.10,0.90,162.00,-460.00,18.00,289.40
5,2012/6/10,13:32:52,383.00,5870.67,37.49,44.80,100262,23.41,0,1,0,0,1,-11,32,223,-0.04,0.12,0.87,104.00,-456.00,-15.00,282.85
7,2012/6/10,13:32:54,382.00,5846.21,37.59,44.80,100264,23.67,0,0,0,0,1,4,93,239,0.02,0.36,0.93,105.00,-524.00,129.00,281.33
9,2012/6/10,13:32:56,384.00,5895.21,37.39,44.80,100263,23.41,0,0,0,0,1,-67,50,226,-0.26,0.19,0.88,246.00,-442.00,192.00,299.10
11,2012/6/10,13:32:58,389.00,6019.07,36.88,44.80,100268,23.33,0,0,0,0,0,6,100,223,0.02,0.39,0.87,105.00,-519.00,146.00,281.44
13,2012/6/10,13:33:00,393.00,6119.57,36.48,44.80,100259,23.41,0,0,0,0,0,1,97,221,0.00,0.38,0.86,106.00,-520.00,146.00,281.52
15,2012/6/10,13:33:02,396.00,6195.79,36.18,44.80,100267,23.16,0,1,0,0,0,16,96,242,0.06,0.37,0.94,148.00,-538.00,145.00,285.38
17,2012/6/10,13:33:04,398.00,6247.01,35.98,44.80,100268,23.08,0,0,0,0,0,32,166,185,0.12,0.65,0.72,203.00,-631.00,284.00,287.83
19,2012/6/10,13:33:06,400.00,6298.56,35.78,44.80,100268,23.33,0,0,0,0,0,16,150,184,0.06,0.58,0.72,223.00,-617.00,294.00,289.87
21,2012/6/10,13:33:08,401.00,6324.45,35.68,44.80,100266,23.16,0,0,0,0,0,7,129,208,0.03,0.50,0.81,246.00,-610.00,311.00,291.96
23,2012/6/10,13:33:10,402.00,6350.43,35.58,44.80,100260,23.67,0,0,0,0,0,6,129,209,0.02,0.50,0.82,247.00,-610.00,310.00,292.04
25,2012/6/10,13:33:12,403.00,6376.50,35.48,44.80,100266,23.58,0,0,0,0,0,6,130,205,0.02,0.51,0.80,247.00,-611.00,310.00,292.01
27,2012/6/10,13:33:14,404.00,6402.65,35.38,44.80,100269,23.24,0,1,0,0,0,138,102,188,0.54,0.40,0.73,124.00,-594.00,296.00,281.79
