secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
6,2012/6/10,14:30:58,816.00,38671.31,-2.62,30.60,45888,35.85,0,1,0,0,0,0,-28,235,0.00,-0.11,0.92,-30.00,-477.00,677.00,266.40
8,2012/6/10,14:31:00,816.00,38671.31,-2.62,30.60,45867,40.28,0,0,0,0,0,1,-28,237,0.00,-0.11,0.92,-32.00,-478.00,677.00,266.17
10,2012/6/10,14:31:02,816.00,38671.31,-2.62,30.60,45845,44.33,0,0,0,0,0,-1,-27,241,-0.00,-0.11,0.94,-28.00,-481.00,677.00,266.67
12,2012/6/10,14:31:04,815.00,38438.23,-2.51,30.60,45814,48.57,0,0,0,0,0,-1,-27,239,-0.00,-0.11,0.93,-50.00,-488.00,677.00,264.15
14,2012/6/10,14:31:06,815.00,38438.23,-2.51,30.50,45795,52.63,0,0,0,0,0,0,-28,236,0.00,-0.11,0.92,-62.00,-488.00,678.00,262.76
16,2012/6/10,14:31:08,817.00,38906.66,-2.73,30.50,45772,57.98,0,1,0,0,0,1,-28,235,0.00,-0.11,0.92,-83.00,-488.00,680.00,260.35
18,2012/6/10,14:31:10,820.00,39626.60,-3.07,30.50,45736,63.15,0,0,0,0,0,-1,-28,235,-0.00,-0.11,0.92,-71.00,-486.00,679.00,261.69
20,2012/6/10,14:31:12,821.00,39871.33,-3.18,30.50,45717,67.03,0,0,0,0,0,-1,-28,235,-0.00,-0.11,0.92,-65.00,-486.00,678.00,262.38
22,2012/6/10,14:31:14,821.00,39871.33,-3.18,30.50,45698,70.91,0,0,0,0,0,0,-28,237,0.00,-0.11,0.92,-43.00,-483.00,677.00,264.91
24,2012/6/10,14:31:16,819.00,39384.26,-2.96,30.50,45676,75.16,0,0,0,0,0,0,-28,238,0.00,-0.11,0.93,-18.00,-469.00,678.00,267.80
26,2012/6/10,14:31:18,817.00,38906.66,-2.73,30.50,45652,79.60,0,1,0,0,0,-1,-28,239,-0.00,-0.11,0.93,-2.00,-451.00,680.00,269.75
28,2012/6/10,14:31:20,814.00,38207.36,-2.39,30.50,45628,83.67,0,0,0,0,0,-1,-28,234,-0.00,-0.11,0.91,2.00,-426.00,683.00,270.27
30,2012/6/10,14:31:22,813.00,37978.71,-2.28,30.40,45606,87.74,0,0,0,0,0,0,-28,236,0.00,-0.11,0.92,7.00,-415.00,686.00,270.97
32,2012/6/10,14:31:24,813.00,37978.71,-2.28,30.40,45587,92.19,0,0,0,0,0,0,-28,239,0.00,-0.11,0.93,5.00,-423.00,684.00,270.68
34,2012/6/10,14:31:26,814.00,38207.36,-2.39,30.40,45564,96.63,0,0,0,0,0,0,-27,240,0.00,-0.11,0.94,2.00,-455.00,682.00,270.25
36,2012/6/10,14:31:28,815.00,38438.23,-2.51,30.40,45539,101.08,0,0,0,0,0,0,-28,238,0.00,-0.11,0.93,-32.00,-479.00,677.00,266.18
38,2012/6/10,14:31:30,815.00,38438.23,-2.51,30.40,45520,104.61,0,1,0,0,0,0,-27,235,0.00,-0.11,0.92,-86.00,-487.00,682.00,259.99
40,2012/6/10,14:31:32,817.00,38906.66,-2.73,30.40,45496,107.76,0,0,0,0,0,0,-28,236,0.00,-0.11,0.92,-133.00,-449.00,689.00,253.50
42,2012/6/10,14:31:34,821.00,39871.33,-3.18,30.40,45472,112.39,0,0,0,0,0,0,-28,235,0.00,-0.11,0.92,-157.00,-407.00,700.00,248.91
44,2012/6/10,14:31:36,822.00,40118.51,-3.30,30.40,45450,116.66,0,0,0,0,0,-1,-28,239,-0.00,-0.11,0.93,-148.00,-371.00,704.00,248.25
