secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
7,2012/6/10,14:52:57,932.00,100471.70,-19.22,22.50,31103,45.81,0,1,0,0,0,0,-27,232,0.00,-0.11,0.90,-16.00,-390.00,725.00,267.65
9,2012/6/10,14:52:59,933.00,101697.07,-19.42,22.50,31074,51.79,0,0,0,0,0,1,-25,221,0.00,-0.10,0.86,-25.00,-377.00,728.00,266.21
11,2012/6/10,14:53:01,933.00,101697.07,-19.42,22.50,31064,56.41,0,0,0,0,0,0,-27,233,0.00,-0.11,0.91,11.00,-453.00,717.00,271.39
13,2012/6/10,14:53:03,933.00,101697.07,-19.42,22.50,31050,61.31,0,0,0,0,0,0,-29,243,0.00,-0.11,0.95,-10.00,-476.00,710.00,268.80
15,2012/6/10,14:53:05,932.00,100471.70,-19.22,22.50,31032,67.30,0,0,0,0,0,0,-29,242,0.00,-0.11,0.94,-113.00,-510.00,718.00,257.51
17,2012/6/10,14:53:07,932.00,100471.70,-19.22,22.50,31013,68.66,0,1,0,0,0,0,-28,239,0.00,-0.11,0.93,-148.00,-467.00,724.00,252.42
19,2012/6/10,14:53:09,933.00,101697.07,-19.42,22.50,31004,73.29,0,0,0,0,0,0,-28,238,0.00,-0.11,0.93,-167.00,-372.00,748.00,245.82
21,2012/6/10,14:53:11,932.00,100471.70,-19.22,22.40,30984,78.19,0,0,0,0,0,0,-29,239,0.00,-0.11,0.93,-124.00,-354.00,741.00,250.70
23,2012/6/10,14:53:13,930.00,98099.98,-18.83,22.40,30972,84.19,0,0,0,0,0,-1,-29,241,-0.00,-0.11,0.94,-57.00,-345.00,742.00,260.62
25,2012/6/10,14:53:15,929.00,96952.08,-18.64,22.40,30956,87.19,0,0,0,0,0,-1,-28,243,-0.00,-0.11,0.95,-43.00,-361.00,735.00,263.21
27,2012/6/10,14:53:17,929.00,96952.08,-18.64,22.40,30930,93.74,0,1,0,0,0,0,-27,236,0.00,-0.11,0.92,-15.00,-386.00,729.00,267.77
29,2012/6/10,14:53:19,929.00,96952.08,-18.64,22.40,30910,98.11,0,0,0,0,0,0,-29,236,0.00,-0.11,0.92,-22.00,-375.00,732.00,266.64
31,2012/6/10,14:53:21,931.00,99273.00,-19.03,22.40,30902,100.29,0,0,0,0,0,0,-27,235,0.00,-0.11,0.92,-4.00,-398.00,727.00,269.42
33,2012/6/10,14:53:23,933.00,101697.07,-19.42,22.30,30889,105.75,0,0,0,0,0,0,-28,242,0.00,-0.11,0.94,-8.00,-382.00,731.00,268.80
35,2012/6/10,14:53:25,934.00,102949.85,-19.62,22.30,30865,111.77,0,0,0,0,0,0,-29,244,0.00,-0.11,0.95,8.00,-407.00,727.00,271.13
37,2012/6/10,14:53:27,935.00,104231.26,-19.82,22.30,30852,115.05,0,1,0,0,0,0,-28,239,0.00,-0.11,0.93,7.00,-411.00,725.00,270.98
39,2012/6/10,14:53:29,935.00,104231.26,-19.82,22.30,30829,120.79,0,0,0,0,0,-1,-27,234,-0.00,-0.11,0.91,9.00,-437.00,719.00,271.18
41,2012/6/10,14:53:31,934.00,102949.85,-19.62,22.30,30813,123.81,0,0,0,0,0,-1,-27,237,-0.00,-0.11,0.92,0.00,-428.00,718.00,270.00
43,2012/6/10,14:53:33,932.00,100471.70,-19.22,22.30,30806,128.46,0,0,0,0,0,0,-29,238,0.00,-0.11,0.93,4.00,-444.00,717.00,270.52
45,2012/6/10,14:53:35,930.00,98099.98,-18.83,22.20,30781,134.49,0,0,0,0,0,0,-29,242,0.00,-0.11,0.94,0.00,-443.00,715.00,270.00
47,2012/6/10,14:53:37,929.00,96952.08,-18.64,22.20,30768,136.41,0,0,0,0,0,0,-28,242,0.00,-0.11,0.94,2.00,-471.00,713.00,270.24
49,2012/6/10,14:53:39,929.00,96952.08,-18.64,22.20,30745,142.98,0,1,0,0,0,0,-28,240,0.00,-0.11,0.94,-19.00,-481.00,709.00,267.74
51,2012/6/10,14:53:41,929.00,96952.08,-18.64,22.20,30732,147.37,0,0,0,0,0,0,-28,239,0.00,-0.11,0.93,-45.00,-514.00,711.00,265.00
53,2012/6/10,14:53:43,929.00,96952.08,-18.64,22.20,30718,154.78,0,0,0,0,0,0,-29,240,0.00,-0.11,0.94,-93.00,-503.00,713.00,259.52
55,2012/6/10,14:53:45,931.00,99273.00,-19.03,22.20,30687,159.18,0,0,0,0,0,0,-29,239,0.00,-0.11,0.93,-152.00,-473.00,727.00,252.19
57,2012/6/10,14:53:47,932.00,100471.70,-19.22,22.10,30672,164.40,0,0,0,0,0,0,-28,236,0.00,-0.11,0.92,-166.00,-405.00,738.00,247.71
59,2012/6/10,14:53:49,930.00,98099.98,-18.83,22.10,30651,170.17,0,1,0,0,0,0,-28,238,0.00,-0.11,0.93,-137.00,-350.00,748.00,248.62
61,2012/6/10,14:53:51,928.00,95828.17,-18.45,22.10,30643,174.84,0,0,0,0,0,0,-30,241,0.00,-0.12,0.94,-71.00,-347.00,741.00,258.44
63,2012/6/10,14:53:53,927.00,94727.83,-18.26,22.10,30610,180.35,0,0,0,0,0,0,-28,239,0.00,-0.11,0.93,-25.00,-375.00,733.00,266.19
65,2012/6/10,14:53:55,927.00,94727.83,-18.26,22.10,30589,186.68,0,0,0,0,0,0,-27,239,0.00,-0.11,0.93,-1.00,-423.00,721.00,269.86
67,2012/6/10,14:53:57,928.00,95828.17,-18.45,22.10,30566,191.09,0,0,0,0,0,0,-27,238,0.00,-0.11,0.93,-4.00,-462.00,713.00,269.50
69,2012/6/10,14:53:59,930.00,98099.98,-18.83,22.00,30547,196.88,0,1,0,0,0,0,-29,240,0.00,-0.11,0.94,-32.00,-503.00,711.00,266.36
71,2012/6/10,14:54:01,932.00,100471.70,-19.22,22.00,30531,202.39,0,0,0,0,0,0,-30,238,0.00,-0.12,0.93,-101.00,-497.00,714.00,258.51
73,2012/6/10,14:54:03,933.00,101697.07,-19.42,22.00,30508,207.63,0,0,0,0,0,0,-29,239,0.00,-0.11,0.93,-157.00,-459.00,729.00,251.12
75,2012/6/10,14:54:05,933.00,101697.07,-19.42,22.00,30492,217.30,0,0,0,0,0,0,-29,239,0.00,-0.11,0.93,-161.00,-413.00,735.00,248.70
77,2012/6/10,14:54:07,931.00,99273.00,-19.03,22.00,30466,220.61,0,0,0,0,0,-1,-29,239,-0.00,-0.11,0.93,-174.00,-390.00,746.00,245.96
79,2012/6/10,14:54:09,930.00,98099.98,-18.83,22.00,30440,226.69,0,0,0,0,0,0,-29,238,0.00,-0.11,0.93,-158.00,-385.00,740.00,247.69
81,2012/6/10,14:54:11,929.00,96952.08,-18.64,21.90,30415,232.50,0,1,0,0,0,0,-28,237,0.00,-0.11,0.92,-162.00,-361.00,751.00,245.83
83,2012/6/10,14:54:13,928.00,95828.17,-18.45,21.90,30395,239.42,0,0,0,0,0,0,-28,235,0.00,-0.11,0.92,-134.00,-357.00,744.00,249.43
85,2012/6/10,14:54:15,925.00,92594.39,-17.88,21.90,30379,243.02,0,0,0,0,0,0,-29,241,0.00,-0.11,0.94,-124.00,-344.00,749.00,250.18
87,2012/6/10,14:54:17,922.00,89552.64,-17.33,21.90,30360,251.60,0,0,0,0,0,0,-30,246,0.00,-0.12,0.96,-95.00,-347.00,743.00,254.69
89,2012/6/10,14:54:19,920.00,87623.34,-16.97,21.90,30330,257.70,0,0,0,0,0,0,-29,239,0.00,-0.11,0.93,-85.00,-348.00,742.00,256.27
91,2012/6/10,14:54:21,920.00,87623.34,-16.97,21.90,30304,266.30,0,1,0,0,0,0,-28,237,0.00,-0.11,0.92,-52.00,-364.00,735.00,261.87
93,2012/6/10,14:54:23,922.00,89552.64,-17.33,21.80,30276,271.85,0,0,0,0,0,0,-28,241,0.00,-0.11,0.94,-32.00,-358.00,742.00,264.89
95,2012/6/10,14:54:25,925.00,92594.39,-17.88,21.80,30252,279.63,0,0,0,0,0,0,-28,240,0.00,-0.11,0.94,-5.00,-398.00,728.00,269.28
97,2012/6/10,14:54:27,926.00,93650.14,-18.07,21.80,30229,283.52,0,0,0,0,0,0,-28,237,0.00,-0.11,0.92,20.00,-452.00,724.00,272.53
99,2012/6/10,14:54:29,927.00,94727.83,-18.26,21.80,30210,292.42,0,0,0,0,0,-1,-28,239,-0.00,-0.11,0.93,-31.00,-495.00,711.00,266.42
101,2012/6/10,14:54:31,928.00,95828.17,-18.45,21.80,30188,298.54,0,1,0,0,0,0,-29,243,0.00,-0.11,0.95,-64.00,-511.00,712.00,262.86
103,2012/6/10,14:54:33,930.00,98099.98,-18.83,21.80,30166,301.89,0,0,0,0,0,0,-30,243,0.00,-0.12,0.95,-108.00,-492.00,715.00,257.62
105,2012/6/10,14:54:35,933.00,101697.07,-19.42,21.80,30145,309.13,0,0,0,0,0,0,-27,235,0.00,-0.11,0.92,-124.00,-484.00,719.00,255.63
107,2012/6/10,14:54:37,935.00,104231.26,-19.82,21.70,30118,318.33,0,0,0,0,0,0,-29,238,0.00,-0.11,0.93,-141.00,-474.00,724.00,253.43
109,2012/6/10,14:54:39,936.00,105542.12,-20.02,21.70,30095,323.63,0,0,0,0,0,0,-30,242,0.00,-0.12,0.94,-139.00,-482.00,724.00,253.91
111,2012/6/10,14:54:41,937.00,106883.32,-20.23,21.70,30069,329.49,0,1,0,0,0,0,-27,234,0.00,-0.11,0.91,-144.00,-494.00,728.00,253.75
113,2012/6/10,14:54:43,938.00,108256.20,-20.44,21.70,30047,335.36,0,0,0,0,0,-1,-27,243,-0.00,-0.11,0.95,-116.00,-488.00,718.00,256.63
115,2012/6/10,14:54:45,941.00,112575.66,-21.07,21.70,30023,342.06,0,0,0,0,0,0,-29,244,0.00,-0.11,0.95,-149.00,-485.00,730.00,252.92
117,2012/6/10,14:54:47,944.00,117223.25,-21.72,21.60,29997,350.17,0,0,0,0,0,0,-28,238,0.00,-0.11,0.93,-130.00,-449.00,720.00,253.85
