secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
11,2012/6/10,15:54:53,981.00,229133.76,-32.00,4.40,5642,73.03,0,1,0,0,0,1,-29,241,0.00,-0.11,0.94,-27.00,-511.00,780.00,266.98
13,2012/6/10,15:54:55,979.00,218272.54,-31.29,4.40,5642,79.01,0,0,0,0,0,0,-29,240,0.00,-0.11,0.94,10.00,-498.00,792.00,271.15
15,2012/6/10,15:54:57,978.00,213203.93,-30.94,4.40,5637,85.00,0,0,0,0,0,0,-27,230,0.00,-0.11,0.90,-4.00,-510.00,786.00,269.55
17,2012/6/10,15:54:59,978.00,213203.93,-30.94,4.40,5627,96.98,0,0,0,0,0,0,-29,243,0.00,-0.11,0.95,-6.00,-468.00,791.00,269.27
19,2012/6/10,15:55:01,979.00,218272.54,-31.29,4.40,5632,92.49,0,0,0,0,0,0,-28,246,0.00,-0.11,0.96,-4.00,-482.00,789.00,269.52
21,2012/6/10,15:55:03,979.00,218272.54,-31.29,4.40,5618,116.49,0,1,0,0,0,1,-29,243,0.00,-0.11,0.95,-11.00,-469.00,789.00,268.66
23,2012/6/10,15:55:05,980.00,223576.48,-31.64,4.40,5618,117.99,0,0,0,0,0,0,-28,236,0.00,-0.11,0.92,-9.00,-500.00,784.00,268.97
25,2012/6/10,15:55:07,979.00,218272.54,-31.29,4.40,5605,102.98,0,0,0,0,0,0,-29,240,0.00,-0.11,0.94,-28.00,-530.00,780.00,266.98
27,2012/6/10,15:55:09,978.00,213203.93,-30.94,4.40,5605,122.50,0,0,0,0,0,0,-29,245,0.00,-0.11,0.96,-52.00,-547.00,780.00,264.57
29,2012/6/10,15:55:11,978.00,213203.93,-30.94,4.40,5610,136.04,0,0,0,0,0,1,-29,245,0.00,-0.11,0.96,-84.00,-551.00,781.00,261.33
31,2012/6/10,15:55:13,978.00,213203.93,-30.94,4.40,5603,143.56,0,1,0,0,0,0,-29,244,0.00,-0.11,0.95,-97.00,-552.00,783.00,260.03
33,2012/6/10,15:55:15,978.00,213203.93,-30.94,4.50,5592,146.58,0,0,0,0,0,1,-28,239,0.00,-0.11,0.93,-114.00,-543.00,785.00,258.14
35,2012/6/10,15:55:17,978.00,213203.93,-30.94,4.50,5589,161.65,0,0,0,0,0,0,-29,242,0.00,-0.11,0.94,-97.00,-550.00,783.00,260.00
37,2012/6/10,15:55:19,978.00,213203.93,-30.94,4.50,5590,146.58,0,0,0,0,0,1,-29,242,0.00,-0.11,0.94,-104.00,-538.00,782.00,259.06
39,2012/6/10,15:55:21,980.00,223576.48,-31.64,4.50,5578,169.19,0,0,0,0,0,0,-30,244,0.00,-0.12,0.95,-77.00,-557.00,782.00,262.13
41,2012/6/10,15:55:23,981.00,229133.76,-32.00,4.50,5565,170.70,0,1,0,0,0,0,-27,237,0.00,-0.11,0.92,-75.00,-540.00,779.00,262.09
43,2012/6/10,15:55:25,981.00,229133.76,-32.00,4.50,5571,184.30,0,0,0,0,0,1,-29,244,0.00,-0.11,0.95,-50.00,-546.00,780.00,264.77
45,2012/6/10,15:55:27,981.00,229133.76,-32.00,4.50,5567,188.84,0,0,0,0,0,1,-30,244,0.00,-0.12,0.95,-25.00,-517.00,780.00,267.23
47,2012/6/10,15:55:29,980.00,223576.48,-31.64,4.50,5574,199.43,0,0,0,0,0,1,-29,243,0.00,-0.11,0.95,-5.00,-510.00,785.00,269.44
49,2012/6/10,15:55:31,978.00,213203.93,-30.94,4.50,5550,203.97,0,0,0,0,0,0,-28,243,0.00,-0.11,0.95,-9.00,-498.00,784.00,268.96
51,2012/6/10,15:55:33,977.00,208355.89,-30.60,4.50,5557,220.65,0,1,0,0,0,1,-28,238,0.00,-0.11,0.93,-6.00,-517.00,785.00,269.34
53,2012/6/10,15:55:35,978.00,213203.93,-30.94,4.50,5549,211.55,0,0,0,0,0,0,-27,238,0.00,-0.11,0.93,-23.00,-523.00,780.00,267.48
55,2012/6/10,15:55:37,979.00,218272.54,-31.29,4.50,5542,220.65,0,0,0,0,0,0,-28,245,0.00,-0.11,0.96,-65.00,-550.00,780.00,263.26
57,2012/6/10,15:55:39,980.00,223576.48,-31.64,4.50,5545,226.72,0,0,0,0,0,1,-30,245,0.00,-0.12,0.96,-112.00,-539.00,783.00,258.26
59,2012/6/10,15:55:41,981.00,229133.76,-32.00,4.50,5547,244.95,0,0,0,0,0,0,-30,242,0.00,-0.12,0.94,-162.00,-506.00,795.00,252.25
61,2012/6/10,15:55:43,980.00,223576.48,-31.64,4.50,5526,234.31,0,1,0,0,0,0,-27,238,0.00,-0.11,0.93,-176.00,-481.00,800.00,249.90
63,2012/6/10,15:55:45,979.00,218272.54,-31.29,4.50,5525,249.51,0,0,0,0,0,0,-29,244,0.00,-0.11,0.95,-189.00,-461.00,809.00,247.71
65,2012/6/10,15:55:47,979.00,218272.54,-31.29,4.50,5518,252.55,0,0,0,0,0,0,-30,245,0.00,-0.12,0.96,-170.00,-493.00,797.00,250.97
67,2012/6/10,15:55:49,978.00,213203.93,-30.94,4.50,5514,261.69,0,0,0,0,0,1,-29,242,0.00,-0.11,0.94,-157.00,-519.00,794.00,253.17
69,2012/6/10,15:55:51,979.00,218272.54,-31.29,4.50,5523,261.69,0,0,0,0,0,0,-29,242,0.00,-0.11,0.94,-98.00,-541.00,781.00,259.73
71,2012/6/10,15:55:53,979.00,218272.54,-31.29,4.50,5507,278.46,0,1,0,0,0,1,-29,236,0.00,-0.11,0.92,-74.00,-546.00,780.00,262.28
73,2012/6/10,15:55:55,980.00,223576.48,-31.64,4.50,5504,286.09,0,0,0,0,0,1,-29,236,0.00,-0.11,0.92,-52.00,-540.00,778.00,264.50
75,2012/6/10,15:55:57,981.00,229133.76,-32.00,4.50,5503,287.61,0,0,0,0,0,0,-29,242,0.00,-0.11,0.94,-72.00,-556.00,782.00,262.62
77,2012/6/10,15:55:59,981.00,229133.76,-32.00,4.50,5504,292.20,0,0,0,0,0,1,-29,248,0.00,-0.11,0.97,-111.00,-541.00,783.00,258.41
