secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
5,2012/6/10,14:18:58,733.00,24795.62,5.87,35.00,54912,29.98,0,1,0,0,0,-1,-28,234,-0.00,-0.11,0.91,1.00,-450.00,663.00,270.13
7,2012/6/10,14:19:00,735.00,25035.94,5.68,35.00,54895,31.52,0,0,0,0,0,0,-27,241,0.00,-0.11,0.94,-9.00,-460.00,661.00,268.88
9,2012/6/10,14:19:02,738.00,25402.74,5.40,35.00,54875,34.75,0,0,0,0,0,0,-28,239,0.00,-0.11,0.93,-49.00,-478.00,661.00,264.15
11,2012/6/10,14:19:04,740.00,25651.59,5.21,35.00,54853,38.76,0,0,0,0,0,0,-29,235,0.00,-0.11,0.92,-87.00,-474.00,664.00,259.60
13,2012/6/10,14:19:06,744.00,26160.00,4.82,35.00,54839,41.38,0,0,0,0,0,0,-29,235,0.00,-0.11,0.92,-136.00,-434.00,674.00,252.60
15,2012/6/10,14:19:08,747.00,26550.98,4.53,35.00,54817,43.85,0,1,0,0,0,-1,-28,238,-0.00,-0.11,0.93,-152.00,-405.00,681.00,249.43
17,2012/6/10,14:19:10,745.00,26289.39,4.73,35.00,54790,48.17,0,0,0,0,0,-1,-28,237,-0.00,-0.11,0.92,-152.00,-365.00,688.00,247.39
19,2012/6/10,14:19:12,741.00,25777.34,5.11,34.90,54761,51.25,0,0,0,0,0,-1,-28,239,-0.00,-0.11,0.93,-156.00,-370.00,689.00,247.14
21,2012/6/10,14:19:14,736.00,25157.35,5.59,34.90,54731,55.88,0,0,0,0,0,0,-27,233,0.00,-0.11,0.91,-156.00,-386.00,685.00,247.99
23,2012/6/10,14:19:16,734.00,24915.36,5.78,34.90,54714,57.89,0,0,0,0,0,0,-27,233,0.00,-0.11,0.91,-141.00,-441.00,676.00,252.27
25,2012/6/10,14:19:18,737.00,25279.61,5.49,34.90,54693,61.59,0,1,0,0,0,0,-28,236,0.00,-0.11,0.92,-101.00,-462.00,666.00,257.67
27,2012/6/10,14:19:20,741.00,25777.34,5.11,34.90,54673,64.99,0,0,0,0,0,0,-27,234,0.00,-0.11,0.91,-33.00,-476.00,661.00,266.03
29,2012/6/10,14:19:22,744.00,26160.00,4.82,34.90,54663,67.77,0,0,0,0,0,0,-28,233,0.00,-0.11,0.91,5.00,-424.00,666.00,270.68
31,2012/6/10,14:19:24,744.00,26160.00,4.82,34.90,54650,69.16,0,0,0,0,0,-1,-28,235,-0.00,-0.11,0.92,-36.00,-330.00,689.00,263.77
33,2012/6/10,14:19:26,742.00,25903.99,5.02,34.90,54639,71.48,0,0,0,0,0,0,-28,239,0.00,-0.11,0.93,-123.00,-330.00,692.00,249.56
35,2012/6/10,14:19:28,737.00,25279.61,5.49,34.80,54623,73.49,0,0,0,0,0,0,-28,240,0.00,-0.11,0.94,-153.00,-411.00,681.00,249.58
37,2012/6/10,14:19:30,736.00,25157.35,5.59,34.80,54601,76.59,0,1,0,0,0,-1,-27,239,-0.00,-0.11,0.93,-115.00,-454.00,668.00,255.79
39,2012/6/10,14:19:32,741.00,25777.34,5.11,34.80,54581,79.99,0,0,0,0,0,0,-28,233,0.00,-0.11,0.91,-71.00,-477.00,663.00,261.53
41,2012/6/10,14:19:34,743.00,26031.54,4.92,34.80,54564,82.77,0,0,0,0,0,-1,-26,231,-0.00,-0.10,0.90,-75.00,-473.00,663.00,260.99
43,2012/6/10,14:19:36,744.00,26160.00,4.82,34.80,54553,85.25,0,0,0,0,0,-1,-28,235,-0.00,-0.11,0.92,-77.00,-474.00,663.00,260.77
45,2012/6/10,14:19:38,746.00,26419.71,4.63,34.80,54534,86.64,0,0,0,0,0,-1,-29,239,-0.00,-0.11,0.93,-116.00,-456.00,669.00,255.73
47,2012/6/10,14:19:40,748.00,26683.20,4.44,34.80,54525,88.97,0,1,0,0,0,-1,-29,239,-0.00,-0.11,0.93,-143.00,-426.00,677.00,251.44
49,2012/6/10,14:19:42,748.00,26683.20,4.44,34.70,54514,90.83,0,0,0,0,0,0,-28,237,0.00,-0.11,0.92,-147.00,-363.00,688.00,247.95
51,2012/6/10,14:19:44,747.00,26550.98,4.53,34.70,54491,93.15,0,0,0,0,0,0,-28,233,0.00,-0.11,0.91,-107.00,-326.00,692.00,251.83
53,2012/6/10,14:19:46,745.00,26289.39,4.73,34.70,54482,94.70,0,0,0,0,0,0,-28,236,0.00,-0.11,0.92,-35.00,-334.00,688.00,264.02
55,2012/6/10,14:19:48,744.00,26160.00,4.82,34.70,54463,98.42,0,0,0,0,0,-1,-27,238,-0.00,-0.11,0.93,7.00,-392.00,674.00,271.02
57,2012/6/10,14:19:50,743.00,26031.54,4.92,34.70,54447,100.59,0,0,0,0,0,-1,-28,236,-0.00,-0.11,0.92,-7.00,-464.00,663.00,269.14
59,2012/6/10,14:19:52,742.00,25903.99,5.02,34.70,54431,102.45,0,1,0,0,0,-1,-27,236,-0.00,-0.11,0.92,-54.00,-478.00,663.00,263.55
61,2012/6/10,14:19:54,741.00,25777.34,5.11,34.70,54412,105.55,0,0,0,0,0,-1,-28,239,-0.00,-0.11,0.93,-85.00,-475.00,665.00,259.85
63,2012/6/10,14:19:56,743.00,26031.54,4.92,34.60,54400,107.10,0,0,0,0,0,0,-28,237,0.00,-0.11,0.92,-77.00,-472.00,663.00,260.73
65,2012/6/10,14:19:58,746.00,26419.71,4.63,34.60,54391,109.12,0,0,0,0,0,-1,-28,237,-0.00,-0.11,0.92,-50.00,-472.00,661.00,263.95
67,2012/6/10,14:20:00,745.00,26289.39,4.73,34.60,54364,111.91,0,0,0,0,0,0,-28,234,0.00,-0.11,0.91,-8.00,-451.00,663.00,268.98
69,2012/6/10,14:20:02,744.00,26160.00,4.82,34.60,54354,116.10,0,1,0,0,0,0,-27,235,0.00,-0.11,0.92,8.00,-405.00,670.00,271.13
71,2012/6/10,14:20:04,744.00,26160.00,4.82,34.60,54333,117.96,0,0,0,0,0,0,-28,238,0.00,-0.11,0.93,-12.00,-353.00,683.00,268.05
73,2012/6/10,14:20:06,743.00,26031.54,4.92,34.60,54323,118.90,0,0,0,0,0,-1,-27,237,-0.00,-0.11,0.92,-57.00,-322.00,692.00,259.96
75,2012/6/10,14:20:08,742.00,25903.99,5.02,34.60,54306,122.78,0,0,0,0,0,0,-28,237,0.00,-0.11,0.92,-104.00,-316.00,699.00,251.78
77,2012/6/10,14:20:10,741.00,25777.34,5.11,34.50,54280,125.58,0,0,0,0,0,0,-28,235,0.00,-0.11,0.92,-126.00,-329.00,695.00,249.04
79,2012/6/10,14:20:12,738.00,25402.74,5.40,34.50,54277,126.82,0,1,0,0,0,0,-28,236,0.00,-0.11,0.92,-133.00,-336.00,694.00,248.40
81,2012/6/10,14:20:14,736.00,25157.35,5.59,34.50,54258,130.24,0,0,0,0,0,-1,-28,239,-0.00,-0.11,0.93,-127.00,-331.00,696.00,249.01
83,2012/6/10,14:20:16,734.00,24915.36,5.78,34.50,54238,132.26,0,0,0,0,0,-1,-28,238,-0.00,-0.11,0.93,-103.00,-325.00,693.00,252.42
85,2012/6/10,14:20:18,732.00,24676.71,5.97,34.50,54221,135.53,0,0,0,0,0,0,-28,237,0.00,-0.11,0.92,-70.00,-321.00,693.00,257.70
87,2012/6/10,14:20:20,730.00,24441.30,6.16,34.50,54199,138.33,0,0,0,0,0,0,-28,236,0.00,-0.11,0.92,-36.00,-335.00,688.00,263.87
89,2012/6/10,14:20:22,729.00,24324.80,6.25,34.50,54178,141.60,0,0,0,0,0,-1,-28,235,-0.00,-0.11,0.92,-14.00,-352.00,684.00,267.72
91,2012/6/10,14:20:24,731.00,24558.60,6.06,34.40,54167,144.40,0,1,0,0,0,-1,-28,238,-0.00,-0.11,0.93,1.00,-372.00,679.00,270.15
93,2012/6/10,14:20:26,732.00,24676.71,5.97,34.40,54153,146.89,0,0,0,0,0,0,-28,238,0.00,-0.11,0.93,11.00,-386.00,678.00,271.63
95,2012/6/10,14:20:28,732.00,24676.71,5.97,34.40,54128,149.07,0,0,0,0,0,0,-28,234,0.00,-0.11,0.91,12.00,-396.00,675.00,271.74
97,2012/6/10,14:20:30,730.00,24441.30,6.16,34.40,54116,151.56,0,0,0,0,0,-1,-28,235,-0.00,-0.11,0.92,7.00,-393.00,675.00,271.02
99,2012/6/10,14:20:32,727.00,24094.16,6.44,34.40,54099,154.52,0,0,0,0,0,0,-28,239,0.00,-0.11,0.93,0.00,-377.00,678.00,270.00
101,2012/6/10,14:20:34,724.00,23753.98,6.72,34.40,54084,157.64,0,1,0,0,0,-1,-28,240,-0.00,-0.11,0.94,-13.00,-355.00,683.00,267.90
103,2012/6/10,14:20:36,721.00,23420.56,7.00,34.40,54062,160.91,0,0,0,0,0,0,-29,233,0.00,-0.11,0.91,-37.00,-339.00,686.00,263.77
105,2012/6/10,14:20:38,721.00,23420.56,7.00,34.30,54041,163.72,0,0,0,0,0,0,-29,235,0.00,-0.11,0.92,-62.00,-321.00,694.00,259.07
107,2012/6/10,14:20:40,721.00,23420.56,7.00,34.40,54030,165.12,0,0,0,0,0,-1,-28,237,-0.00,-0.11,0.92,-83.00,-321.00,694.00,255.50
109,2012/6/10,14:20:42,720.00,23310.89,7.10,34.30,53998,169.03,0,0,0,0,0,0,-28,237,0.00,-0.11,0.92,-107.00,-311.00,701.00,251.01
111,2012/6/10,14:20:44,718.00,23093.71,7.28,34.30,53987,172.15,0,0,0,0,0,0,-28,236,0.00,-0.11,0.92,-111.00,-320.00,698.00,250.87
113,2012/6/10,14:20:46,716.00,22879.35,7.47,34.30,53960,175.43,0,1,0,0,0,-1,-28,240,-0.00,-0.11,0.94,-115.00,-321.00,698.00,250.29
115,2012/6/10,14:20:48,714.00,22667.77,7.65,34.30,53944,178.71,0,0,0,0,0,0,-28,241,0.00,-0.11,0.94,-100.00,-321.00,696.00,252.70
117,2012/6/10,14:20:50,712.00,22458.91,7.84,34.30,53917,182.30,0,0,0,0,0,0,-29,238,0.00,-0.11,0.93,-85.00,-318.00,697.00,255.03
