secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
3,2012/6/10,13:30:51,377.00,5725.03,38.10,44.30,100267,22.91,0,1,0,0,0,-25,-45,167,-0.10,-0.18,0.65,95.00,-471.00,116.00,281.40
5,2012/6/10,13:30:53,380.00,5797.51,37.80,44.30,100266,22.82,0,0,1,1,1,2,32,232,0.01,0.12,0.90,167.00,-477.00,73.00,289.30
7,2012/6/10,13:30:55,382.00,5846.21,37.59,44.30,100262,22.57,0,0,0,0,0,1,32,236,0.00,0.12,0.92,164.00,-479.00,71.00,288.90
9,2012/6/10,13:30:57,384.00,5895.21,37.39,44.30,100264,22.07,0,0,0,0,0,1,33,234,0.00,0.13,0.91,164.00,-479.00,71.00,288.90
11,2012/6/10,13:30:59,385.00,5919.83,37.28,44.30,100266,22.57,0,0,0,0,0,2,35,233,0.01,0.14,0.91,163.00,-480.00,71.00,288.76
13,2012/6/10,13:31:01,387.00,5969.29,37.08,44.30,100263,22.74,0,1,0,0,0,2,32,234,0.01,0.12,0.91,161.00,-479.00,73.00,288.58
15,2012/6/10,13:31:03,387.00,5969.29,37.08,44.30,100261,22.57,0,0,1,0,1,-60,23,234,-0.23,0.09,0.91,150.00,-535.00,124.00,285.66
17,2012/6/10,13:31:05,388.00,5994.14,36.98,44.40,100264,22.24,0,0,0,0,0,-16,13,237,-0.06,0.05,0.92,104.00,-518.00,148.00,281.35
19,2012/6/10,13:31:07,390.00,6044.08,36.78,44.40,100269,22.32,0,0,0,0,0,-11,24,236,-0.04,0.09,0.92,105.00,-516.00,146.00,281.50
21,2012/6/10,13:31:09,393.00,6119.57,36.48,44.40,100265,22.99,0,0,0,0,0,0,33,231,0.00,0.13,0.90,96.00,-526.00,146.00,280.34
23,2012/6/10,13:31:11,395.00,6170.30,36.28,44.40,100261,22.24,0,0,0,0,0,-29,23,237,-0.11,0.09,0.92,130.00,-519.00,139.00,284.06
25,2012/6/10,13:31:13,397.00,6221.36,36.08,44.40,100260,22.57,0,1,0,0,0,3,52,231,0.01,0.20,0.90,102.00,-539.00,136.00,280.72
27,2012/6/10,13:31:15,400.00,6298.56,35.78,44.40,100270,22.49,0,0,0,0,0,-75,24,230,-0.29,0.09,0.90,167.00,-531.00,113.00,287.46
29,2012/6/10,13:31:17,401.00,6324.45,35.68,44.40,100267,22.91,0,0,0,0,0,-30,24,240,-0.12,0.09,0.94,148.00,-518.00,139.00,285.95
31,2012/6/10,13:31:19,401.00,6324.45,35.68,44.40,100265,23.08,0,0,0,0,0,-35,26,229,-0.14,0.10,0.89,155.00,-516.00,140.00,286.72
33,2012/6/10,13:31:21,403.00,6376.50,35.48,44.40,100266,22.32,0,0,0,0,0,-32,23,232,-0.12,0.09,0.90,158.00,-512.00,140.00,287.15
35,2012/6/10,13:31:23,405.00,6428.88,35.29,44.50,100264,22.74,0,1,0,0,0,-31,26,233,-0.12,0.10,0.91,160.00,-512.00,140.00,287.35
37,2012/6/10,13:31:25,407.00,6481.61,35.09,44.50,100267,22.66,0,0,0,0,0,-29,25,233,-0.11,0.10,0.91,161.00,-512.00,140.00,287.46
39,2012/6/10,13:31:27,409.00,6534.67,34.89,44.50,100271,22.32,0,0,0,0,0,-21,49,229,-0.08,0.19,0.89,152.00,-530.00,128.00,286.00
41,2012/6/10,13:31:29,410.00,6561.34,34.79,44.50,100272,22.15,0,0,0,0,0,-34,25,238,-0.13,0.10,0.93,189.00,-504.00,125.00,290.56
43,2012/6/10,13:31:31,411.00,6588.09,34.70,44.50,100276,22.49,0,0,0,0,0,0,32,235,0.00,0.12,0.92,165.00,-501.00,134.00,288.23
45,2012/6/10,13:31:33,412.00,6614.93,34.60,44.50,100263,22.66,0,0,0,0,0,-5,37,236,-0.02,0.14,0.92,161.00,-503.00,129.00,287.75
47,2012/6/10,13:31:35,413.00,6641.85,34.50,44.50,100269,22.40,0,1,0,0,0,3,28,234,0.01,0.11,0.91,173.00,-497.00,120.00,289.19
49,2012/6/10,13:31:37,413.00,6641.85,34.50,44.50,100267,22.57,0,0,0,0,0,1,31,241,0.00,0.12,0.94,174.00,-496.00,121.00,289.33
51,2012/6/10,13:31:39,412.00,6614.93,34.60,44.50,100271,22.74,0,0,0,0,0,0,35,236,0.00,0.14,0.92,175.00,-499.00,118.00,289.33
53,2012/6/10,13:31:41,410.00,6561.34,34.79,44.60,100270,22.49,0,0,0,0,0,1,32,230,0.00,0.12,0.90,180.00,-494.00,118.00,290.02
55,2012/6/10,13:31:43,407.00,6481.61,35.09,44.60,100263,22.32,0,0,0,0,0,-5,26,279,-0.02,0.10,1.09,180.00,-500.00,113.00,289.80
57,2012/6/10,13:31:45,404.00,6402.65,35.38,44.60,100265,22.32,0,1,0,0,0,-2,34,229,-0.01,0.13,0.89,180.00,-496.00,116.00,289.95
59,2012/6/10,13:31:47,405.00,6428.88,35.29,44.60,100268,22.91,0,0,0,0,0,58,20,210,0.23,0.08,0.82,165.00,-581.00,150.00,285.85
61,2012/6/10,13:31:49,406.00,6455.20,35.19,44.60,100265,22.74,0,0,0,0,0,17,10,214,0.07,0.04,0.83,149.00,-558.00,138.00,284.95
63,2012/6/10,13:31:51,407.00,6481.61,35.09,44.60,100263,22.49,0,0,1,0,1,2,15,247,0.01,0.06,0.96,226.00,-538.00,128.00,292.79
65,2012/6/10,13:31:53,409.00,6534.67,34.89,44.60,100257,23.67,0,0,1,0,1,2,47,235,0.01,0.18,0.92,183.00,-601.00,138.00,286.94
67,2012/6/10,13:31:55,412.00,6614.93,34.60,44.60,100263,23.08,0,0,0,0,1,64,38,203,0.25,0.15,0.79,175.00,-607.00,137.00,286.08
69,2012/6/10,13:31:57,415.00,6695.97,34.31,44.60,100267,22.40,0,1,1,1,1,1,29,233,0.00,0.11,0.91,161.00,-459.00,20.00,289.33
71,2012/6/10,13:31:59,416.00,6723.16,34.21,44.60,100267,22.66,0,0,0,0,0,5,27,240,0.02,0.11,0.94,161.00,-459.00,20.00,289.33
73,2012/6/10,13:32:01,414.00,6668.87,34.41,44.60,100266,22.40,0,0,0,0,0,2,28,236,0.01,0.11,0.92,161.00,-458.00,20.00,289.37
75,2012/6/10,13:32:03,413.00,6641.85,34.50,44.60,100267,22.74,0,0,0,0,0,1,28,233,0.00,0.11,0.91,161.00,-460.00,20.00,289.29
77,2012/6/10,13:32:05,411.00,6588.09,34.70,44.60,100265,22.49,0,0,0,0,0,1,28,232,0.00,0.11,0.90,160.00,-461.00,19.00,289.14
79,2012/6/10,13:32:07,409.00,6534.67,34.89,44.60,100271,22.49,0,1,0,0,0,2,28,236,0.01,0.11,0.92,160.00,-459.00,20.00,289.22
81,2012/6/10,13:32:09,408.00,6508.10,34.99,44.70,100258,22.82,0,0,0,0,0,2,28,235,0.01,0.11,0.92,161.00,-459.00,20.00,289.33
83,2012/6/10,13:32:11,406.00,6455.20,35.19,44.70,100271,22.74,0,0,0,0,0,2,29,234,0.01,0.11,0.91,161.00,-459.00,20.00,289.33
85,2012/6/10,13:32:13,404.00,6402.65,35.38,44.70,100267,22.74,0,0,0,0,0,2,28,234,0.01,0.11,0.91,161.00,-458.00,20.00,289.37
87,2012/6/10,13:32:15,402.00,6350.43,35.58,44.70,100266,22.49,0,0,0,0,0,2,28,234,0.01,0.11,0.91,160.00,-460.00,20.00,289.18
89,2012/6/10,13:32:17,400.00,6298.56,35.78,44.70,100266,22.66,0,0,0,0,0,2,28,236,0.01,0.11,0.92,160.00,-459.00,20.00,289.22
91,2012/6/10,13:32:19,399.00,6272.74,35.88,44.70,100261,22.91,0,1,0,0,0,1,27,235,0.00,0.11,0.92,160.00,-459.00,20.00,289.22
93,2012/6/10,13:32:21,398.00,6247.01,35.98,44.70,100260,22.99,0,0,0,0,0,3,29,236,0.01,0.11,0.92,160.00,-460.00,20.00,289.18
95,2012/6/10,13:32:23,396.00,6195.79,36.18,44.70,100264,23.08,0,0,0,0,0,2,27,233,0.01,0.11,0.91,160.00,-459.00,20.00,289.22
97,2012/6/10,13:32:25,394.00,6144.90,36.38,44.70,100271,22.74,0,0,0,0,0,2,28,235,0.01,0.11,0.92,161.00,-460.00,20.00,289.29
99,2012/6/10,13:32:27,392.00,6094.33,36.58,44.70,100272,22.32,0,0,0,0,0,2,29,236,0.01,0.11,0.92,161.00,-460.00,20.00,289.29
101,2012/6/10,13:32:29,391.00,6069.16,36.68,44.70,100270,22.57,0,1,0,0,0,1,29,236,0.00,0.11,0.92,161.00,-459.00,19.00,289.33
103,2012/6/10,13:32:31,390.00,6044.08,36.78,44.70,100261,23.08,0,0,0,0,0,3,28,234,0.01,0.11,0.91,161.00,-459.00,20.00,289.33
105,2012/6/10,13:32:33,389.00,6019.07,36.88,44.70,100264,22.32,0,0,0,0,1,2,28,234,0.01,0.11,0.91,162.00,-457.00,18.00,289.52
107,2012/6/10,13:32:35,389.00,6019.07,36.88,44.70,100266,22.40,0,0,0,0,0,2,28,235,0.01,0.11,0.92,161.00,-457.00,19.00,289.41
109,2012/6/10,13:32:37,389.00,6019.07,36.88,44.70,100266,22.49,0,0,0,0,0,1,28,235,0.00,0.11,0.92,161.00,-458.00,18.00,289.37
111,2012/6/10,13:32:39,390.00,6044.08,36.78,44.80,100266,22.99,0,0,0,0,0,2,29,234,0.01,0.11,0.91,162.00,-458.00,18.00,289.48
