secs,date,time,t_adc,t_resistance,ext_temp_c,int_temp_c,pascals,meters,freefall,inactivity,activity,doubletap,tap,x,y,z,xG,yG,zG,mx,my,mz,heading
11,2012/6/10,15:52:53,989.00,285355.50,-35.19,4.20,5955,80.48,0,1,0,0,0,1,-28,238,0.00,-0.11,0.93,-30.00,-518.00,780.00,266.69
13,2012/6/10,15:52:55,988.00,276922.56,-34.76,4.20,5955,79.06,0,0,0,0,0,1,-31,245,0.00,-0.12,0.96,-17.00,-541.00,784.00,268.20
15,2012/6/10,15:52:57,987.00,268957.90,-34.34,4.20,5953,83.31,0,0,0,0,0,0,-29,245,0.00,-0.11,0.96,-41.00,-535.00,779.00,265.62
17,2012/6/10,15:52:59,987.00,268957.90,-34.34,4.20,5943,103.18,0,0,0,0,0,0,-28,240,0.00,-0.11,0.94,-45.00,-570.00,787.00,265.49
19,2012/6/10,15:53:01,986.00,261423.65,-33.93,4.20,5937,93.24,0,0,0,0,0,1,-27,232,0.00,-0.11,0.90,-57.00,-558.00,783.00,264.17
21,2012/6/10,15:53:03,986.00,261423.65,-33.93,4.20,5935,115.97,0,1,0,0,0,0,-28,244,0.00,-0.11,0.95,-68.00,-555.00,782.00,263.01
23,2012/6/10,15:53:05,987.00,268957.90,-34.34,4.20,5927,115.97,0,0,0,0,0,0,-30,248,0.00,-0.12,0.97,-36.00,-537.00,781.00,266.16
25,2012/6/10,15:53:07,988.00,276922.56,-34.76,4.20,5922,128.78,0,0,0,0,0,0,-28,244,0.00,-0.11,0.95,-33.00,-533.00,781.00,266.46
27,2012/6/10,15:53:09,988.00,276922.56,-34.76,4.20,5922,124.51,0,0,0,0,0,1,-28,236,0.00,-0.11,0.92,-19.00,-503.00,782.00,267.84
29,2012/6/10,15:53:11,988.00,276922.56,-34.76,4.20,5912,153.01,0,0,0,0,0,1,-27,237,0.00,-0.11,0.92,-11.00,-507.00,784.00,268.76
31,2012/6/10,15:53:13,988.00,276922.56,-34.76,4.20,5907,153.01,0,1,0,0,0,0,-28,243,0.00,-0.11,0.95,-5.00,-500.00,787.00,269.43
33,2012/6/10,15:53:15,988.00,276922.56,-34.76,4.20,5895,164.44,0,0,0,0,0,0,-28,245,0.00,-0.11,0.96,-20.00,-533.00,783.00,267.85
35,2012/6/10,15:53:17,988.00,276922.56,-34.76,4.30,5885,168.73,0,0,0,0,0,1,-30,244,0.00,-0.12,0.95,-27.00,-544.00,783.00,267.16
37,2012/6/10,15:53:19,988.00,276922.56,-34.76,4.20,5885,177.31,0,0,0,0,0,0,-28,237,0.00,-0.11,0.92,-63.00,-560.00,783.00,263.58
39,2012/6/10,15:53:21,988.00,276922.56,-34.76,4.30,5885,188.76,0,0,0,0,0,1,-27,233,0.00,-0.11,0.91,-71.00,-559.00,783.00,262.76
41,2012/6/10,15:53:23,990.00,294300.28,-35.63,4.30,5881,195.92,0,1,0,0,0,0,-29,247,0.00,-0.11,0.96,-83.00,-540.00,780.00,261.26
43,2012/6/10,15:53:25,990.00,294300.28,-35.63,4.30,5872,194.49,0,0,0,0,0,1,-31,250,0.00,-0.12,0.97,-49.00,-551.00,782.00,264.92
45,2012/6/10,15:53:27,991.00,303803.78,-36.09,4.20,5865,203.09,0,0,0,0,0,0,-28,243,0.00,-0.11,0.95,-60.00,-520.00,777.00,263.42
47,2012/6/10,15:53:29,991.00,303803.78,-36.09,4.30,5860,216.01,0,0,0,0,0,1,-29,238,0.00,-0.11,0.93,-20.00,-531.00,782.00,267.84
49,2012/6/10,15:53:31,990.00,294300.28,-35.63,4.30,5856,220.32,0,0,0,0,0,1,-29,239,0.00,-0.11,0.93,-25.00,-519.00,781.00,267.24
